Unnamed: 0,casenum,statenum,vehnum,day,month,year,landuse,age,bodytype,vfatcount,numoccs,modelyr,cellphone_use
48385,2223,12,2,13,10,2016,2,16,30,0,1,2001,0
4354,1566,6,3,14,9,2015,2,86,4,0,1,1992,0
30065,898,45,1,26,12,2015,1,48,15,0,2,2013,1
30827,531,47,1,20,8,2015,2,16,31,0,1,2004,1
29860,745,45,1,24,9,2015,2,40,16,0,1,1999,0
27644,345,41,1,5,12,2015,2,24,6,1,2,2010,0
29468,410,45,1,5,7,2015,2,29,2,1,2,1986,0
26919,302,40,1,18,6,2015,2,19,4,0,1,2012,0
10875,514,13,1,29,5,2015,2,65,30,0,1,2010,0
31201,859,47,1,13,12,2015,1,19,4,1,1,2015,1
70598,127,47,1,5,3,2016,2,27,4,1,2,2015,1
47673,1560,12,2,22,7,2016,2,57,21,0,1,2007,0
11854,1318,13,1,27,12,2015,2,33,2,0,2,2007,0
24074,314,37,1,23,4,2015,1,44,31,0,1,1997,1
5591,2636,6,1,28,12,2015,1,37,21,0,1,1990,1
5501,2558,6,2,3,12,2015,2,20,14,0,1,1998,1
731,583,1,1,21,10,2015,2,40,4,1,1,2004,0
2340,343,5,1,16,9,2015,1,39,2,1,2,2011,1
43285,2298,6,1,28,6,2016,2,36,4,1,1,2001,0
14252,127,19,1,16,7,2015,1,57,4,1,1,2009,0
46870,854,12,2,28,4,2016,1,62,14,1,2,2014,0
16314,616,22,1,3,12,2015,1,45,21,1,8,2008,1
58514,993,26,1,24,8,2016,2,36,14,1,1,2002,1
25588,134,39,1,9,3,2015,2,40,4,1,3,1988,1
20317,461,29,1,15,8,2015,1,16,4,1,1,2002,1
6701,449,8,1,1,11,2015,1,33,6,1,1,2006,1
33423,1870,48,1,15,8,2015,2,16,4,0,1,2002,0
18819,186,27,2,18,7,2015,1,44,4,0,2,2007,0
53700,107,19,1,20,5,2016,1,32,31,1,1,1995,1
1427,376,4,1,13,6,2015,1,21,14,2,5,2002,0
9231,1837,12,1,27,9,2015,2,49,30,0,4,2007,0
11291,853,13,1,4,9,2015,1,27,20,1,5,2003,1
76569,510,51,1,24,9,2016,2,20,14,0,2,1996,1
11964,86,15,1,29,10,2015,1,37,30,1,1,1993,1
67611,172,41,2,20,6,2016,1,40,4,0,2,2011,0
25228,1259,37,1,15,12,2015,1,23,4,3,3,2012,0
8910,1533,12,1,14,7,2015,1,78,31,1,1,2008,1
44657,3479,6,2,26,6,2016,2,22,4,0,1,1998,0
34437,2756,48,1,17,11,2015,2,73,4,0,2,2014,0
9168,1777,12,1,20,9,2015,1,20,4,0,1,1999,0
41269,511,6,1,30,3,2016,1,85,4,1,1,2004,0
28192,428,42,1,15,6,2015,1,16,4,0,1,2008,1
20737,823,29,1,5,9,2015,1,29,4,1,1,1994,0
36467,186,53,1,19,6,2015,1,22,4,1,1,2005,0
12420,218,17,1,5,5,2015,1,37,14,1,1,2004,1
36445,166,53,1,14,6,2015,1,22,4,1,1,2005,1
30634,349,47,1,17,6,2015,2,19,4,1,1,2012,1
11409,946,13,1,26,9,2015,1,27,6,1,1,2004,0
64220,408,37,1,5,5,2016,2,31,4,1,1,2015,0
49297,3039,12,1,4,11,2016,2,83,5,2,2,2016,0
15078,239,21,1,17,5,2015,1,68,30,1,1,1988,0
31958,577,48,1,22,3,2015,1,17,31,2,2,2000,1
54796,310,21,1,22,6,2016,1,60,4,1,1,2004,1
30734,445,47,1,24,7,2015,1,51,21,1,1,2007,1
42697,1781,6,1,17,8,2016,2,25,4,1,1,2007,0
56487,125,24,1,24,2,2016,2,47,4,0,1,2014,0
68881,885,42,1,20,11,2016,1,26,4,1,1,1999,0
1038,3,4,1,3,1,2015,2,23,4,0,1,2013,1
7102,32,10,1,23,3,2015,2,35,4,1,2,1997,1
1371,320,4,1,28,5,2015,1,44,31,0,1,2014,1
36377,103,53,1,13,4,2015,1,25,4,0,1,2012,1
76699,623,51,1,4,12,2016,1,27,4,1,3,2000,1
8018,727,12,1,5,5,2015,2,85,4,1,1,1994,0
7397,148,12,1,29,1,2015,2,19,4,0,1,2003,1
57403,49,26,1,1,2,2016,1,50,31,1,1,1997,0
72012,402,48,2,12,2,2016,1,28,20,1,4,2002,1
28570,772,42,1,7,8,2015,2,69,4,1,1,2001,0
76769,676,51,1,14,12,2016,2,30,3,0,1,2001,1
71198,657,47,1,3,7,2016,1,64,4,1,1,1995,1
75331,3276,48,1,12,12,2016,1,31,31,1,1,2000,0
6842,47,9,1,5,3,2015,2,37,30,1,1,2002,0
29239,189,45,1,9,3,2015,2,20,14,1,6,2003,0
16282,593,22,1,25,9,2015,2,20,4,1,1,2011,1
36313,51,53,1,21,2,2015,1,31,15,0,1,2004,0
30575,300,47,1,28,5,2015,1,31,31,1,1,2007,1
43269,2283,6,1,18,7,2016,1,24,4,0,1,1996,1
16420,718,22,1,11,11,2015,2,32,4,0,1,2015,1
32273,848,48,1,22,4,2015,1,45,31,0,1,2013,1
3544,932,6,2,30,4,2015,2,16,14,0,1,1998,1
11413,952,13,1,27,9,2015,2,38,30,0,1,2005,1
235,170,1,1,8,4,2015,1,19,20,1,2,2008,0
64125,324,37,1,21,4,2016,2,41,6,0,1,2008,1
12757,546,17,1,18,4,2015,2,86,4,1,1,1991,0
70978,440,47,1,28,6,2016,2,33,14,0,4,2003,1
31769,433,48,1,3,3,2015,1,47,15,1,1,2002,1
62227,560,34,1,20,12,2016,2,54,5,0,1,2012,0
49705,249,13,1,12,3,2016,1,22,31,1,1,2001,1
8737,1368,12,2,25,7,2015,2,25,4,1,1,1997,0
13886,608,18,1,17,10,2015,1,20,30,1,1,1998,0
33167,1649,48,1,2,7,2015,1,41,31,1,4,2013,0
40070,870,4,1,27,12,2016,2,33,14,0,1,2006,1
41553,780,6,1,21,5,2016,2,24,4,1,1,2014,0
56813,404,24,1,7,11,2016,2,20,4,1,1,2000,0
71771,177,48,1,22,1,2016,2,24,2,1,1,1998,1
59657,590,28,2,5,12,2016,1,66,14,1,1,2001,0
25820,349,39,1,9,6,2015,1,20,31,1,1,2006,0
57668,262,26,1,11,5,2016,2,25,5,0,1,2007,1
67523,104,41,1,22,4,2016,1,22,31,1,1,2001,1
52254,712,17,1,23,9,2016,2,18,5,1,1,2007,1
67451,42,41,2,27,2,2016,2,52,14,1,1,1995,0
6940,146,9,1,25,10,2015,1,18,14,0,2,2014,0
30475,226,47,1,23,4,2015,2,20,4,0,2,2009,1
57726,318,26,1,3,6,2016,1,52,14,0,1,2006,0
13431,191,18,1,28,4,2015,2,29,4,1,1,2001,0
45173,349,8,1,4,8,2016,2,41,4,1,1,2016,1
72131,502,48,1,29,2,2016,1,57,30,1,4,2001,1
54446,32,21,1,28,1,2016,2,57,4,1,1,2005,0
2690,140,6,1,25,1,2015,1,38,15,0,1,2006,1
34772,3041,48,2,5,12,2015,2,34,20,1,1,1999,0
70849,341,47,1,26,5,2016,1,26,4,0,1,1999,1
71241,695,47,1,14,9,2016,2,38,4,1,1,2016,1
18719,78,27,2,15,4,2015,1,19,14,1,3,2012,0
50921,1287,13,1,23,11,2016,1,61,6,2,2,2010,1
41429,651,6,1,23,5,2016,2,26,6,0,1,2006,0
21054,90,31,2,5,4,2015,1,57,6,2,2,2011,0
1476,423,4,1,30,6,2015,1,21,31,1,4,2012,0
72921,1167,48,1,14,5,2016,1,19,4,1,3,2014,1
57816,391,26,2,30,6,2016,2,64,6,1,2,2006,0
15662,41,22,1,29,1,2015,2,59,4,1,1,1998,0
26212,724,39,1,23,9,2015,1,37,31,0,1,2001,0
65385,39,38,1,28,6,2016,1,17,4,1,2,2014,1
70286,902,45,2,30,9,2016,2,32,31,0,1,2000,0
30109,25,46,2,13,5,2015,2,58,31,0,1,2001,0
12215,36,17,1,29,1,2015,1,36,21,0,1,2005,1
20345,489,29,1,17,8,2015,2,25,31,1,1,2002,0
24748,884,37,2,22,9,2015,1,34,4,0,1,2015,0
72025,414,48,1,18,2,2016,2,25,15,0,1,2015,0
30492,236,47,1,25,4,2015,1,18,4,1,2,2006,1
26776,161,40,1,17,2,2015,2,77,5,1,1,2013,0
6763,500,8,1,23,12,2015,2,35,31,2,2,2002,1
38738,736,1,1,30,10,2016,1,20,4,1,1,1999,1
69065,994,42,1,20,12,2016,2,33,4,0,2,2006,0
5263,2351,6,3,12,11,2015,1,46,15,0,1,2013,0
34056,2429,48,1,13,10,2015,1,33,4,1,1,1990,1
9851,2465,12,3,9,12,2015,2,66,31,0,1,2013,0
55635,252,22,1,7,4,2016,1,47,4,1,1,2000,0
32490,1046,48,1,20,5,2015,1,23,15,1,1,2013,0
76868,34,53,2,10,2,2016,2,65,14,0,1,2003,0
77392,492,53,1,8,12,2016,2,30,14,0,1,1995,1
54519,89,21,1,27,2,2016,1,32,4,0,1,2011,1
16106,457,22,1,31,7,2015,1,22,4,1,1,2010,1
35744,269,51,1,15,5,2015,2,19,4,1,1,2005,0
77021,173,53,1,29,5,2016,2,22,4,1,2,1992,0
41048,333,6,1,17,2,2016,1,45,6,1,1,2004,0
37257,82,55,1,25,3,2015,1,18,2,1,1,1995,1
20496,627,29,1,24,10,2015,1,18,31,0,2,2006,1
71493,925,47,1,11,12,2016,2,25,14,1,1,2010,0
25761,287,39,1,11,5,2015,1,19,30,0,1,1994,0
12152,176,16,1,11,12,2015,1,40,4,1,1,2008,1
11622,1129,13,1,10,11,2015,1,45,31,0,1,2016,1
12644,438,17,1,27,7,2015,2,28,4,0,1,2012,1
7429,180,12,1,4,2,2015,1,81,4,0,1,2013,0
61239,114,32,1,7,6,2016,1,58,6,1,1,2000,1
19043,379,27,2,14,9,2015,2,57,31,0,1,2001,0
34666,2944,48,1,9,12,2015,2,64,14,1,1,2002,1
30636,351,47,1,18,6,2015,1,61,14,1,1,2001,1
45209,378,8,1,10,9,2016,2,34,14,1,4,2016,1
31060,743,47,1,2,11,2015,1,19,4,1,1,1997,1
1733,659,4,1,30,10,2015,1,41,14,0,1,2001,1
53415,683,18,1,19,11,2016,2,22,14,1,1,2006,1
25205,1243,37,1,6,12,2015,1,62,4,0,2,2012,0
67232,484,40,1,29,10,2016,1,19,31,1,1,2012,1
54760,284,21,1,9,6,2016,2,27,4,0,1,2008,0
28621,809,42,1,20,8,2015,1,18,20,2,6,2005,0
26632,36,40,1,5,1,2015,1,81,31,1,1,1996,0
18951,299,27,1,15,10,2015,2,31,14,0,1,2006,1
5596,2640,6,1,30,12,2015,2,26,14,1,4,2003,0
152,114,1,1,1,4,2015,2,30,4,0,1,2008,0
76274,248,51,2,2,5,2016,1,39,15,1,1,2006,1
36137,621,51,1,1,12,2015,1,21,4,1,1,2001,1
31152,818,47,1,8,12,2015,1,26,4,3,3,2005,0
45589,167,9,1,15,6,2016,2,85,4,1,1,2013,0
34022,2393,48,1,14,10,2015,1,21,14,1,1,2004,1
65758,229,39,1,17,4,2016,1,57,20,0,1,2004,1
14251,126,19,1,7,7,2015,1,35,4,1,1,2004,1
71500,931,47,1,14,12,2016,1,73,4,1,1,2008,1
12384,185,17,1,19,4,2015,1,62,4,1,1,2009,0
26191,705,39,1,27,7,2015,2,23,4,1,1,2002,1
47889,1765,12,1,21,8,2016,2,39,6,0,1,2016,0
16599,23,24,1,31,1,2015,2,24,4,1,2,2005,0
28322,565,42,1,12,7,2015,1,34,3,1,1,1983,0
71230,689,47,2,24,9,2016,1,38,14,0,1,2002,1
13088,859,17,1,8,12,2015,2,27,31,0,1,2015,0
30628,345,47,1,10,6,2015,2,45,15,0,1,2007,1
58536,8,27,2,13,1,2016,2,30,4,1,2,2001,0
22386,126,35,1,12,7,2015,2,36,31,0,1,2002,0
38065,130,1,1,29,3,2016,1,32,14,0,1,2008,1
31512,209,48,3,28,1,2015,2,53,31,0,1,2007,1
22600,49,36,2,24,1,2015,1,85,31,1,1,2009,0
32188,779,48,1,5,2,2015,2,49,4,1,2,2003,0
71091,554,47,1,11,8,2016,1,33,5,0,1,2014,1
54497,72,21,1,6,2,2016,1,47,20,1,1,1994,1
12155,178,16,1,13,11,2015,1,25,31,2,2,2000,0
48405,2244,12,2,8,10,2016,2,31,14,0,1,2017,0
30474,225,47,1,26,4,2015,2,54,4,1,1,1994,0
12277,90,17,1,16,3,2015,2,83,4,1,1,2003,1
51592,112,17,1,27,2,2016,1,21,4,1,4,2005,1
36012,505,51,1,27,9,2015,1,41,4,1,1,2005,0
44990,182,8,1,6,6,2016,2,51,15,0,1,2008,1
31222,879,47,1,22,12,2015,2,43,4,1,1,2009,1
71144,609,47,1,1,9,2016,2,17,4,1,2,2010,1
23825,112,37,1,7,2,2015,1,44,4,1,1,2012,1
24993,1076,37,1,29,11,2015,1,36,4,1,1,1999,0
30221,14,47,2,6,1,2015,1,86,30,0,1,1998,0
15966,322,22,1,2,7,2015,1,27,31,1,1,2003,1
12622,419,17,1,18,7,2015,2,21,14,0,3,2005,1
16436,4,23,2,19,1,2015,1,45,4,1,1,2013,0
31495,194,48,1,23,1,2015,1,46,5,0,1,2013,1
76535,483,51,1,28,8,2016,2,29,4,0,1,2000,0
18413,794,26,1,18,11,2015,2,20,4,0,1,2006,0
14444,17,20,1,4,2,2015,1,50,30,1,1,2005,0
13071,845,17,1,6,12,2015,2,18,4,0,2,1997,0
57926,497,26,1,2,8,2016,1,16,31,0,1,2005,0
32404,963,48,1,6,5,2015,2,21,4,1,1,2003,1
4735,1882,6,2,11,7,2015,2,20,21,1,3,2009,0
64669,795,37,1,28,8,2016,2,69,4,0,4,2012,1
16252,568,22,1,11,10,2015,2,29,4,0,1,2004,0
39651,485,4,1,17,7,2016,2,26,31,0,1,2016,1
948,767,1,1,13,10,2015,2,64,31,1,1,1995,1
74680,2724,48,1,21,10,2016,2,19,4,1,4,2015,0
31169,831,47,1,13,12,2015,2,18,4,1,2,2008,1
30616,336,47,1,11,6,2015,1,55,21,0,4,2006,1
71321,778,47,1,24,10,2016,1,29,4,1,2,2006,0
6495,264,8,1,27,7,2015,1,43,21,1,1,2013,1
36134,618,51,1,3,12,2015,1,32,30,1,2,2011,1
46281,300,12,6,18,3,2016,2,48,14,0,1,2000,0
18145,561,26,6,7,8,2015,2,70,31,0,3,2011,0
57992,556,26,1,28,8,2016,2,73,4,1,2,2004,0
28491,708,42,1,4,8,2015,2,24,14,1,1,2004,0
71724,133,48,1,19,1,2016,2,20,14,1,1,2013,1
740,591,1,1,2,11,2015,1,30,15,1,1,1999,1
28186,421,42,1,6,6,2015,2,41,5,1,2,2012,1
66504,919,39,1,6,11,2016,2,38,4,0,1,2003,0
37854,86,56,1,21,8,2015,2,18,31,1,1,1995,1
24757,892,37,3,22,9,2015,1,47,20,0,1,2014,0
7464,211,12,1,30,1,2015,2,77,4,0,2,2010,1
34315,2653,48,1,7,11,2015,2,25,4,1,7,2005,0
60230,456,29,1,1,8,2016,1,60,20,0,1,2000,0
77405,502,53,3,19,12,2016,2,35,4,0,2,1981,0
43257,2271,6,2,6,7,2016,2,58,31,0,1,2006,0
72713,989,48,1,17,4,2016,2,24,4,1,2,2008,0
28747,919,42,1,6,9,2015,2,19,2,1,1,2004,0
1991,41,5,1,6,2,2015,2,31,31,0,1,1999,1
60770,53,30,1,7,5,2016,1,62,4,0,1,2007,0
47787,1663,12,1,24,7,2016,2,26,4,0,2,2012,1
14217,96,19,1,4,6,2015,1,38,31,1,1,2012,1
7037,242,9,1,24,11,2015,2,56,4,1,1,2001,0
51995,484,17,1,2,7,2016,1,19,4,1,1,1997,1
13990,700,18,2,14,11,2015,1,48,4,0,2,2004,0
15458,577,21,1,1,11,2015,1,20,4,1,1,1998,0
30659,378,47,1,26,6,2015,2,25,14,0,1,2005,1
40454,336,5,2,3,10,2016,1,19,4,0,1,2005,0
74507,2571,48,1,6,10,2016,1,25,31,0,1,2012,0
31202,859,47,2,13,12,2015,1,34,31,0,1,1995,1
22859,289,36,2,26,5,2015,2,53,14,0,8,2003,0
30758,474,47,1,30,7,2015,2,45,4,0,5,1994,1
76906,65,53,1,13,3,2016,1,56,14,1,1,2005,1
29052,42,45,1,22,1,2015,1,16,14,1,1,2002,1
67349,594,40,1,14,12,2016,1,50,30,1,1,1994,0
25151,1196,37,2,16,12,2015,1,27,31,1,2,1993,0
28793,966,42,1,18,10,2015,2,18,4,1,5,2001,0
33400,1854,48,2,3,8,2015,1,23,4,1,3,2004,1
75811,167,49,2,3,9,2016,2,39,15,0,1,2007,0
16513,93,23,2,18,9,2015,1,27,31,0,1,2012,1
14236,112,19,1,27,6,2015,1,24,4,1,1,1996,0
46814,813,12,2,24,4,2016,2,59,31,0,1,2000,0
44145,3036,6,1,1,7,2016,2,35,4,0,1,2013,1
77849,116,55,1,14,4,2016,1,44,14,1,1,2012,1
61648,51,34,1,15,2,2016,2,24,1,1,1,2014,1
51650,163,17,1,15,3,2016,2,27,4,1,1,2000,1
65315,1335,37,1,4,12,2016,1,18,2,1,1,1996,1
41703,924,6,1,13,5,2016,1,27,31,1,1,2004,0
64124,323,37,2,5,4,2016,1,25,2,1,1,2014,1
73526,1685,48,1,4,7,2016,1,20,4,1,1,2004,1
32957,1447,48,1,24,6,2015,2,33,4,1,1,2011,1
7733,465,12,1,21,3,2015,1,41,14,0,1,1999,1
21544,290,32,1,21,12,2015,2,40,15,0,1,2009,0
51555,84,17,2,10,2,2016,1,56,20,0,1,2009,1
65318,1337,37,1,1,12,2016,1,22,4,1,2,2011,0
61786,183,34,1,24,6,2016,2,87,6,1,1,2013,0
5880,2881,6,1,20,11,2015,2,24,6,0,1,2002,1
76321,291,51,1,18,6,2016,1,28,15,1,1,1999,1
16819,214,24,1,11,7,2015,1,32,14,1,1,1995,0
24809,934,37,2,22,9,2015,1,48,15,0,1,2011,1
8588,1234,12,2,26,6,2015,2,23,14,0,1,1999,0
5334,2426,6,2,13,10,2015,1,23,4,0,1,2014,1
27666,364,41,1,24,12,2015,1,35,4,1,3,2004,0
35300,218,49,2,5,11,2015,1,49,4,1,3,1990,0
76887,46,53,1,23,2,2016,2,59,4,0,1,2003,0
25790,319,39,2,30,5,2015,1,33,20,0,1,2000,0
72957,1199,48,1,15,5,2016,1,31,31,0,1,2012,1
34646,2923,48,2,6,12,2015,2,57,4,0,1,2014,0
70380,42,46,2,18,7,2016,1,34,31,0,1,2008,1
30846,550,47,2,31,8,2015,2,54,31,0,1,2009,1
43173,2203,6,1,2,12,2016,1,17,4,1,4,2002,1
16159,502,22,1,5,10,2015,2,56,4,1,1,2007,1
30829,533,47,2,13,8,2015,2,17,4,0,2,2007,1
32704,1227,48,1,7,6,2015,1,23,31,1,1,2002,1
66386,808,39,2,15,9,2016,2,20,31,0,1,2016,0
39274,146,4,1,19,2,2016,1,22,6,2,4,2005,1
11325,884,13,1,12,9,2015,2,29,1,1,1,2007,0
15235,371,21,2,3,8,2015,1,39,4,1,1,2007,0
6742,484,8,1,5,12,2015,2,31,4,0,1,2008,1
21196,210,31,1,20,12,2015,1,20,30,1,2,1992,0
70823,318,47,1,16,5,2016,1,30,14,1,4,2001,1
25573,126,39,13,14,2,2015,2,43,14,0,2,2014,0
78356,40,56,2,1,7,2016,1,51,31,0,2,2016,0
27840,90,42,1,1,2,2015,2,25,4,1,1,2005,0
39735,549,4,1,28,7,2016,2,18,30,0,1,2001,0
73539,1696,48,2,8,7,2016,2,38,14,0,1,2012,1
53583,4,19,1,14,1,2016,1,18,6,2,2,2003,1
4430,1640,6,1,28,9,2015,1,22,4,1,3,2009,1
30251,37,47,1,23,1,2015,1,22,14,1,1,2003,1
59173,181,28,1,17,3,2016,2,53,30,0,1,2010,0
43197,2219,6,1,7,12,2016,1,20,15,1,1,2001,1
70635,151,47,2,28,2,2016,2,19,15,0,2,2003,1
26243,755,39,1,26,9,2015,1,19,4,1,2,2004,0
6872,75,9,2,30,4,2015,2,52,4,0,1,2002,0
22518,257,35,1,14,12,2015,1,22,4,1,3,2006,1
64275,457,37,1,17,5,2016,1,43,31,1,1,2003,1
48941,2719,12,1,2,12,2016,1,36,4,0,2,1999,0
67839,366,41,1,23,10,2016,1,27,14,1,3,2005,0
54456,42,21,1,24,1,2016,2,45,4,1,1,2001,1
19597,455,28,2,16,10,2015,1,28,4,0,2,2013,0
73055,1278,48,4,23,5,2016,1,39,31,0,2,2005,0
16194,530,22,1,25,10,2015,1,18,31,1,1,2002,0
31878,512,48,1,9,3,2015,2,17,2,1,1,2002,1
48855,2644,12,1,7,12,2016,2,25,14,1,1,2005,1
39233,105,4,2,8,3,2016,1,56,30,0,1,2014,0
1288,219,4,1,5,4,2015,2,24,4,1,2,2010,0
68979,926,42,1,28,10,2016,2,27,4,1,2,2009,0
18009,456,26,1,9,5,2015,2,93,5,1,1,2011,0
35094,45,49,1,27,3,2015,1,21,14,1,5,2006,1
66739,32,40,3,29,1,2016,1,32,4,1,1,2012,1
822,663,1,2,5,12,2015,1,37,14,0,1,1999,0
31900,534,48,1,15,3,2015,2,33,31,0,1,2004,1
29244,193,45,2,7,4,2015,2,35,4,0,1,2014,0
4819,1953,6,1,14,10,2015,2,62,4,1,2,2009,0
78376,67,56,1,24,8,2016,1,19,14,1,1,2005,1
18812,182,27,1,12,7,2015,1,40,31,0,1,2010,0
54177,173,20,1,4,7,2016,1,46,4,1,1,2004,0
48021,1889,12,1,24,8,2016,1,28,31,0,1,2005,1
72961,1202,48,1,17,5,2016,1,20,31,0,1,2004,1
35592,144,51,2,12,4,2015,2,62,14,1,1,2004,0
58178,719,26,1,18,10,2016,2,49,4,1,1,2015,0
72157,521,48,1,1,3,2016,2,30,4,1,1,2006,0
25521,98,39,1,17,2,2015,2,46,20,2,2,2006,0
77528,85,54,1,28,5,2016,1,30,14,1,1,2013,0
45566,142,9,1,9,5,2016,2,28,20,0,1,2004,1
67958,12,42,1,29,1,2016,2,54,6,1,1,2001,0
17893,345,26,1,2,7,2015,2,28,31,1,1,1999,0
74783,2812,48,1,26,10,2016,2,23,4,1,1,2005,1
17601,91,26,2,19,1,2015,2,51,31,0,2,2012,0
30388,153,47,1,7,3,2015,1,21,30,1,1,1994,1
61275,143,32,2,19,6,2016,2,22,4,0,2,2004,0
11133,717,13,1,25,7,2015,1,46,4,1,1,2005,0
30941,645,47,1,25,9,2015,1,57,6,1,1,2006,1
71245,700,47,1,28,9,2016,2,29,4,1,1,2005,1
5742,2762,6,1,23,9,2015,2,33,4,0,1,2012,1
16383,682,22,1,23,4,2015,2,71,4,2,2,1997,0
48843,2636,12,1,9,12,2016,1,33,4,1,1,2010,0
6620,383,8,1,30,9,2015,1,40,14,1,1,2010,1
68744,756,42,1,21,8,2016,1,30,14,1,1,1996,1
56092,647,22,2,15,12,2016,2,24,4,1,2,2002,0
32647,1175,48,1,24,5,2015,1,26,31,0,1,2006,1
78075,331,55,2,18,8,2016,1,54,21,1,1,2003,0
42728,1809,6,1,16,10,2016,2,32,4,1,2,2013,1
75496,3413,48,1,22,12,2016,1,48,31,0,1,2008,1
17744,211,26,1,8,5,2015,1,85,4,1,2,2014,0
58734,176,27,2,11,7,2016,2,46,20,0,1,2015,1
70913,390,47,1,16,3,2016,1,64,30,1,2,2007,1
35630,173,51,2,28,4,2015,1,59,30,1,1,1998,0
70497,47,47,1,2,2,2016,2,72,4,1,1,2009,0
70094,731,45,2,21,10,2016,1,24,4,0,2,2015,0
60953,65,31,1,29,5,2016,2,36,4,0,1,2011,0
42927,1993,6,1,11,2,2016,2,16,4,0,1,1996,1
44899,98,8,1,8,4,2016,1,51,15,1,1,2002,1
73948,2078,48,1,5,8,2016,1,27,15,1,1,2001,1
13381,138,18,1,29,3,2015,2,21,4,1,2,2006,0
16413,709,22,1,9,9,2015,1,31,6,1,1,2014,1
25652,186,39,2,19,3,2015,2,24,2,0,1,2006,1
13095,863,17,2,5,12,2015,1,38,4,0,1,2015,0
42040,1226,6,1,22,3,2016,1,41,15,1,3,2001,0
6329,118,8,1,10,4,2015,1,60,31,1,1,2005,0
34710,2994,48,1,14,12,2015,1,16,4,3,4,2007,1
75847,196,49,1,6,10,2016,1,46,14,1,4,1997,1
318,233,1,1,14,5,2015,1,33,31,1,1,2002,0
32987,1479,48,1,3,7,2015,2,40,16,0,1,2002,1
39216,92,4,1,12,2,2016,1,30,31,1,1,2009,1
54817,330,21,1,17,6,2016,2,68,4,1,1,2007,1
4046,1325,6,2,28,5,2015,2,45,31,0,1,2006,1
3612,984,6,1,1,5,2015,2,23,3,1,2,1994,0
33693,2105,48,1,4,9,2015,1,24,4,1,4,2013,0
50657,1052,13,1,30,9,2016,2,81,4,2,2,2006,0
53169,469,18,1,26,8,2016,1,45,4,1,3,2014,1
74824,2842,48,1,1,11,2016,2,28,4,1,1,2006,1
35487,58,51,1,16,2,2015,1,37,14,1,3,2000,0
27085,448,40,1,6,10,2015,1,85,4,1,1,2010,0
28573,773,42,1,9,7,2015,2,74,4,1,1,2013,0
53972,354,19,1,3,11,2016,1,35,31,0,1,2009,1
42626,1719,6,1,12,1,2016,2,19,4,0,2,2015,1
47345,1265,12,2,28,5,2016,2,69,4,0,1,2014,0
45424,5,9,1,14,1,2016,2,52,4,0,1,2006,0
55900,478,22,5,31,8,2016,1,29,31,0,1,2011,0
38010,82,1,1,20,2,2016,1,19,4,1,2,2011,1
69453,161,45,1,17,3,2016,1,20,4,1,1,1993,0
52017,507,17,1,16,7,2016,2,28,15,0,1,2008,1
59366,349,28,1,21,7,2016,1,49,31,0,1,1999,0
76344,306,51,1,17,6,2016,2,22,5,0,1,2008,1
12096,127,16,1,24,7,2015,1,50,4,0,1,2009,1
5922,2917,6,2,9,4,2015,2,42,14,0,2,2008,0
57221,277,25,2,8,11,2016,2,25,4,0,1,2000,0
66421,847,39,1,17,10,2016,2,41,2,1,1,2011,1
13282,56,18,1,6,2,2015,2,47,4,1,1,2014,1
73529,1688,48,1,5,7,2016,1,28,4,2,3,2009,0
6659,412,8,1,16,10,2015,2,30,30,1,2,1997,0
