Unnamed: 0,casenum,statenum,vehnum,day,month,year,landuse,age,bodytype,vfatcount,numoccs,modelyr,cellphone_use
60591,805,29,1,25,11,2016,1,17,31,1,1,2005,1
14073,769,18,1,24,12,2015,2,38,31,0,1,2008,1
73577,1728,48,1,13,7,2016,2,19,31,0,1,2005,0
36002,498,51,2,30,9,2015,1,37,4,0,1,2003,0
58032,593,26,2,5,9,2016,2,34,4,0,1,2015,0
46882,863,12,1,21,4,2016,2,28,14,0,1,2009,1
25596,142,39,1,10,1,2015,1,31,31,0,1,2012,1
70443,6,47,2,21,1,2016,2,30,2,1,1,2006,1
34884,3143,48,1,19,9,2015,2,71,4,1,1,1990,0
12131,159,16,1,13,10,2015,1,44,4,1,1,1999,0
15299,422,21,1,29,8,2015,1,19,31,1,1,1999,1
33870,2252,48,1,30,9,2015,1,48,16,1,2,2002,1
58670,109,27,1,24,5,2016,2,24,4,1,2,1994,1
39049,16,2,1,6,4,2016,2,30,14,0,1,2014,0
35386,20,50,2,12,7,2015,2,74,20,1,2,2009,0
73710,1847,48,1,21,7,2016,1,34,31,0,1,2014,1
60023,266,29,2,13,5,2016,1,82,6,2,2,2015,0
71989,381,48,1,20,2,2016,2,20,4,1,1,1994,1
11095,691,13,1,17,7,2015,1,31,14,1,1,2002,1
30942,645,47,2,25,9,2015,1,54,14,0,1,2004,1
11156,733,13,1,31,7,2015,1,20,3,1,1,2006,0
37933,26,1,3,15,1,2016,2,65,6,0,1,2012,0
3201,587,6,1,23,1,2015,2,36,15,0,1,2005,0
47007,976,12,3,7,5,2016,2,32,20,0,4,2016,0
43417,2404,6,2,28,12,2016,2,33,6,0,1,2017,0
26660,60,40,1,31,1,2015,1,29,4,0,2,2006,1
25043,1111,37,1,1,11,2015,2,29,4,0,1,1997,0
77018,170,53,1,4,5,2016,1,19,4,0,1,2006,0
26103,613,39,2,28,8,2015,2,28,31,0,1,2001,1
50646,1040,13,1,27,9,2016,1,16,14,1,1,2015,0
4821,1954,6,1,24,11,2015,1,74,4,1,1,2006,0
26464,965,39,1,26,10,2015,2,34,14,1,1,2003,1
69621,309,45,1,21,5,2016,1,30,4,1,1,2007,0
57317,357,25,1,14,10,2016,2,17,4,1,3,2003,1
23624,1015,36,1,25,11,2015,1,23,4,1,1,2006,1
22224,497,34,1,19,12,2015,2,35,16,0,1,1996,1
9014,1627,12,1,25,8,2015,2,77,20,3,3,2003,0
12485,291,17,1,20,1,2015,2,40,4,1,1,1994,0
50783,1172,13,1,27,10,2016,2,43,2,1,1,2002,1
77468,32,54,1,23,2,2016,2,24,4,1,2,2003,0
47830,1707,12,1,9,8,2016,1,30,31,1,1,2013,1
55163,630,21,1,5,5,2016,1,78,21,1,1,1990,0
17254,134,25,1,5,9,2015,2,35,4,0,1,1998,1
5005,2096,6,1,3,11,2015,1,45,14,1,1,1996,0
70386,49,46,1,2,8,2016,1,42,31,2,2,1989,1
70472,28,47,1,4,1,2016,2,27,14,1,1,1999,1
1144,86,4,2,19,2,2015,2,19,2,0,2,2005,0
395,299,1,2,12,6,2015,1,81,4,1,1,2014,0
14194,77,19,1,8,5,2015,1,19,31,0,1,1989,1
36562,283,53,1,8,8,2015,1,20,14,0,1,2002,1
6280,71,8,1,7,3,2015,2,27,4,2,2,2007,0
4140,1400,6,1,6,6,2015,1,45,4,1,1,2014,1
58663,105,27,1,20,5,2016,1,53,4,1,1,1990,0
67246,495,40,2,28,10,2016,1,79,4,1,2,1999,0
19829,47,29,1,2,2,2015,1,20,4,1,1,2005,0
538,418,1,1,7,8,2015,1,17,4,1,1,1996,1
36311,50,53,2,21,2,2015,1,18,4,0,4,2012,0
62370,108,35,1,28,4,2016,2,18,2,1,1,2008,1
2102,135,5,2,23,4,2015,1,56,31,1,2,2006,0
24949,1042,37,1,10,11,2015,1,23,14,0,1,2005,0
67170,424,40,1,25,9,2016,1,34,31,1,1,1998,0
76175,159,51,1,12,4,2016,1,22,6,1,3,2012,1
16881,259,24,1,7,5,2015,1,88,4,1,1,2004,0
52122,593,17,1,12,8,2016,1,55,14,1,1,2002,0
38119,182,1,1,17,4,2016,1,43,15,1,1,1986,0
26417,923,39,1,8,11,2015,1,54,30,1,1,1997,0
30267,55,47,1,28,1,2015,2,20,2,1,1,2003,1
41261,503,6,1,10,4,2016,1,30,14,1,1,2013,0
8242,937,12,1,16,5,2015,1,25,14,0,1,2007,1
66234,674,39,1,28,8,2016,1,50,4,1,3,2002,1
75178,3156,48,1,24,11,2016,1,24,14,1,3,2000,1
32785,1297,48,1,17,6,2015,1,62,4,1,1,2002,0
57081,148,25,1,17,5,2016,2,36,4,1,2,2008,0
73195,1404,48,2,10,6,2016,2,34,31,0,2,2012,0
73940,2068,48,1,13,4,2016,1,17,2,0,3,2000,0
60555,771,29,2,25,11,2016,2,65,14,1,2,1998,0
31084,760,47,1,12,11,2015,2,54,4,1,2,2015,1
17635,121,26,1,25,3,2015,1,60,4,1,1,1997,0
10486,199,13,3,2,3,2015,1,62,4,1,1,2014,0
28188,422,42,1,11,6,2015,1,29,20,1,1,2004,1
76837,11,53,2,12,1,2016,2,49,15,0,1,2000,0
77683,231,54,1,4,12,2016,1,34,31,1,1,2006,0
20012,196,29,2,5,4,2015,2,60,14,0,2,2015,0
30780,495,47,1,11,8,2015,1,54,14,1,3,1999,1
15857,219,22,1,3,5,2015,2,50,5,1,1,2015,0
8529,1186,12,1,1,7,2015,2,23,4,0,1,1999,1
75589,3502,48,1,17,12,2016,1,28,4,1,1,2013,1
37043,157,54,2,4,8,2015,1,54,16,0,1,2000,0
33670,2081,48,2,11,9,2015,1,21,31,0,1,2011,1
31265,916,47,1,3,11,2015,2,90,4,1,1,2014,0
62527,255,35,2,17,9,2016,1,20,2,0,1,2006,0
2798,241,6,1,14,2,2015,1,19,14,0,1,2007,1
28603,793,42,3,11,6,2015,2,19,31,0,1,2010,0
58108,663,26,2,24,9,2016,1,30,6,0,3,2006,0
2906,332,6,2,16,2,2015,1,33,2,1,1,1982,0
76651,585,51,1,3,10,2016,1,51,4,0,1,1999,1
9209,1811,12,2,22,9,2015,1,63,2,0,1,2014,0
21978,284,34,1,9,8,2015,2,19,14,1,2,2003,0
6486,256,8,1,22,7,2015,1,28,3,1,1,2000,1
17426,277,25,1,29,10,2015,2,20,4,1,1,2015,1
70912,389,47,1,7,6,2016,1,18,4,1,1,2005,1
35703,231,51,2,14,5,2015,2,52,6,0,1,2006,0
28215,452,42,1,18,6,2015,1,20,4,1,1,2006,0
37935,28,1,1,15,1,2016,1,44,4,2,2,2001,0
22054,348,34,2,16,10,2015,2,49,4,0,1,1997,0
71498,929,47,2,9,12,2016,1,39,14,2,2,2006,1
71559,984,47,1,1,11,2016,2,35,15,0,1,2000,1
32878,1374,48,1,16,6,2015,2,20,4,0,1,2001,1
76253,228,51,1,22,5,2016,1,75,4,0,1,2000,0
24454,642,37,1,7,7,2015,1,21,14,0,1,2010,0
73466,1624,48,1,25,6,2016,1,50,14,0,1,2005,1
12552,352,17,1,29,6,2015,1,58,14,1,1,1999,1
24362,558,37,1,23,6,2015,1,35,16,1,3,1995,1
34523,2825,48,1,24,11,2015,2,50,31,0,1,2004,0
49910,410,13,1,26,4,2016,2,76,4,1,1,2004,0
65807,266,39,2,5,5,2016,1,25,14,1,1,2005,0
43460,2453,6,1,30,9,2016,1,35,4,0,1,2013,1
75550,3465,48,1,19,12,2016,2,16,6,1,3,2010,1
48831,2623,12,1,7,12,2016,2,41,3,1,1,2002,1
33730,2140,48,3,19,9,2015,1,64,20,0,1,2007,0
26773,159,40,1,25,5,2015,2,17,14,0,1,2005,0
50761,1153,13,1,21,10,2016,2,31,4,1,2,2010,1
70847,337,47,1,22,5,2016,2,67,1,1,1,1997,1
45113,291,8,1,31,7,2016,1,18,4,1,1,2002,1
51682,190,17,1,30,3,2016,1,17,4,1,1,2004,0
39152,39,4,1,5,2,2016,2,23,4,1,1,1999,1
38692,693,1,2,30,10,2016,1,25,14,1,2,2007,0
30241,28,47,1,21,1,2015,1,22,4,1,3,2002,1
19874,85,29,1,1,3,2015,2,25,4,1,1,2006,1
75340,3282,48,1,13,12,2016,1,58,14,1,1,2002,1
68370,395,42,1,6,6,2016,2,51,31,0,1,2010,0
54315,301,20,1,29,10,2016,1,18,2,1,1,2004,1
71202,660,47,2,28,8,2016,2,30,4,0,1,2014,1
1514,454,4,1,31,7,2015,2,31,2,1,1,2004,0
30444,201,47,1,5,4,2015,1,18,4,1,1,2000,1
17953,404,26,1,22,7,2015,1,84,31,1,1,2015,0
58590,46,27,2,29,2,2016,1,20,1,0,1,2008,1
69129,1042,42,1,31,12,2016,1,43,4,1,1,1999,0
37363,174,55,2,26,5,2015,2,52,6,0,1,2011,0
65246,1277,37,1,26,12,2016,2,27,30,0,1,1998,1
13340,103,18,1,9,3,2015,1,45,14,1,1,2004,0
25898,423,39,1,24,6,2015,2,26,4,0,1,2011,0
58396,907,26,1,7,12,2016,2,56,31,0,1,2013,0
78268,496,55,2,8,12,2016,1,74,20,1,2,2006,0
70498,48,47,1,4,2,2016,2,56,4,1,1,2005,1
42174,1344,6,1,16,7,2016,1,79,4,1,1,2005,0
35151,95,49,1,12,6,2015,1,17,31,1,2,2004,0
21599,45,33,1,17,7,2015,1,72,6,0,1,2015,1
60842,142,30,2,1,10,2016,1,33,4,1,1,2000,1
32808,1315,48,1,9,6,2015,2,19,4,0,1,2013,0
76724,644,51,1,9,12,2016,2,44,6,1,2,2004,0
58050,614,26,1,11,9,2016,1,29,2,1,1,1999,0
70457,15,47,1,5,1,2016,2,35,4,1,3,1999,1
51001,1351,13,1,9,12,2016,2,25,2,1,2,1998,1
64771,880,37,1,31,8,2016,2,69,14,0,1,2005,0
690,548,1,1,24,9,2015,2,63,20,1,1,1987,0
68675,688,42,1,29,9,2016,2,67,14,1,2,2004,0
62008,368,34,1,4,9,2016,2,24,4,0,1,2002,1
18069,496,26,1,10,8,2015,2,17,2,1,1,2000,0
42651,1744,6,1,15,9,2016,1,27,4,1,1,1997,0
7695,433,12,1,21,3,2015,1,20,3,1,2,1999,0
52147,620,17,1,27,8,2016,1,22,31,1,1,2010,1
52420,877,17,1,23,10,2016,1,49,14,1,1,1998,0
34520,2823,48,2,23,11,2015,1,21,4,1,1,1996,1
36239,705,51,2,24,12,2015,2,50,15,1,5,2011,0
27306,45,41,2,25,2,2015,2,55,4,1,1,1998,1
39087,62,2,2,29,10,2016,1,33,14,1,1,2014,0
34809,3077,48,1,23,12,2015,1,19,31,1,2,1997,1
75093,3082,48,1,22,11,2016,2,27,4,0,1,2016,1
13442,202,18,2,1,5,2015,2,43,15,0,1,2000,0
16613,34,24,1,11,2,2015,1,27,4,1,1,2001,1
74089,2205,48,1,26,8,2016,1,29,31,1,2,2012,1
31664,334,48,1,17,2,2015,1,29,31,1,1,2004,0
74208,2305,48,1,12,9,2016,1,25,4,1,1,2009,1
13810,542,18,1,24,9,2015,1,49,4,2,2,2005,0
30471,223,47,1,18,4,2015,1,25,14,1,1,1994,1
71347,803,47,1,4,11,2016,1,19,4,1,1,1994,1
39460,331,4,1,27,5,2016,1,25,4,1,1,2000,1
69089,1013,42,1,21,12,2016,1,23,4,1,1,2005,0
76644,580,51,1,17,11,2016,2,23,4,0,1,2002,1
49260,3002,12,2,16,7,2016,2,41,4,1,3,2001,0
71494,927,47,2,30,10,2016,1,60,31,0,1,1994,1
53084,387,18,1,16,7,2016,1,21,4,1,2,2013,1
39764,574,4,1,22,9,2016,2,73,15,0,1,2004,0
73947,2075,48,1,2,8,2016,1,23,31,0,4,2016,1
70365,25,46,1,26,4,2016,1,25,4,1,2,2002,0
76086,84,51,2,8,1,2016,1,32,4,1,1,1999,0
19853,66,29,3,11,2,2015,1,24,14,0,5,2003,0
47222,1158,12,2,16,3,2016,2,70,6,0,1,2016,0
74081,2198,48,2,25,8,2016,2,21,2,1,1,2006,1
78367,53,56,1,3,8,2016,1,40,31,1,2,2012,1
13392,148,18,1,4,4,2015,1,26,2,0,1,2008,1
70714,230,47,1,14,4,2016,2,56,3,1,1,2007,1
5741,2761,6,1,2,12,2015,2,48,4,1,1,2007,1
251,181,1,1,19,4,2015,1,16,14,1,1,2007,1
53206,498,18,1,7,9,2016,1,41,31,1,1,2000,0
24333,538,37,1,9,6,2015,2,29,14,1,2,2002,1
35044,8,49,1,18,1,2015,1,17,4,0,1,2004,1
44756,3574,6,2,1,12,2016,2,45,5,1,1,2010,1
9741,2362,12,1,3,12,2015,1,51,30,1,1,2003,1
22130,413,34,2,3,12,2015,2,72,31,0,1,2003,0
71028,493,47,2,3,6,2016,2,55,4,1,1,1998,0
27794,57,42,1,31,1,2015,1,51,4,1,1,2012,1
9076,1688,12,2,9,8,2015,2,25,2,0,2,2014,0
21607,54,33,1,22,8,2015,1,47,4,0,1,2014,1
25558,123,39,1,6,3,2015,2,27,1,2,2,2004,1
72404,730,48,2,20,3,2016,1,18,4,3,4,2013,1
43458,2449,6,1,8,12,2016,1,29,4,0,1,2001,0
39685,512,4,2,24,8,2016,2,47,14,0,1,1999,1
71335,793,47,1,26,10,2016,2,60,14,1,3,2002,1
69564,259,45,1,13,4,2016,1,48,30,1,1,2005,0
75832,187,49,1,28,9,2016,2,16,6,0,1,2005,0
39426,295,4,1,20,5,2016,1,60,4,1,1,2000,0
76053,52,51,1,18,2,2016,1,34,14,1,1,1989,1
27589,310,41,2,22,11,2015,2,66,4,0,2,2013,0
11899,21,15,2,5,4,2015,2,38,20,0,6,2002,0
1850,761,4,4,6,12,2015,2,29,5,0,2,2012,1
31626,306,48,1,11,2,2015,1,55,22,1,1,2014,1
52424,881,17,1,6,11,2016,2,32,14,1,1,2002,1
53413,682,18,1,19,11,2016,1,26,30,0,1,2000,1
55395,48,22,1,31,1,2016,2,21,4,1,2,2013,1
54395,375,20,1,26,12,2016,1,18,2,1,3,1999,1
18384,770,26,1,20,11,2015,1,58,14,1,1,2002,0
69922,585,45,3,3,8,2016,2,34,31,0,1,2015,0
37362,174,55,1,26,5,2015,2,84,4,0,2,2009,0
11218,793,13,1,17,8,2015,2,34,4,1,1,2011,0
71696,111,48,1,10,1,2016,1,21,31,0,1,2015,0
55384,42,22,1,22,1,2016,2,82,4,1,1,2003,0
12260,76,17,1,7,3,2015,1,60,4,0,1,2001,0
76510,458,51,1,23,9,2016,2,43,30,1,2,2002,0
72988,1224,48,1,11,5,2016,2,34,16,1,3,2002,1
44141,3031,6,2,23,1,2016,2,58,5,0,1,2016,0
26596,6,40,1,10,1,2015,2,19,4,0,1,2007,0
68077,116,42,1,18,2,2016,2,23,4,1,1,1998,0
60830,131,30,1,11,9,2016,1,66,31,1,2,2005,1
55715,320,22,1,24,8,2016,2,38,15,0,1,2007,1
65579,98,39,1,27,2,2016,1,29,14,1,2,1998,1
41071,355,6,1,1,3,2016,1,17,2,0,1,1992,0
12378,180,17,2,17,4,2015,1,31,4,1,2,2009,0
76434,387,51,2,28,7,2016,2,58,4,1,1,2010,0
71268,720,47,1,28,9,2016,1,58,30,0,1,2000,1
58782,223,27,1,31,8,2016,1,22,31,1,1,2012,1
49477,67,13,1,22,1,2016,2,47,31,1,1,1994,0
56452,90,24,2,16,4,2016,1,50,31,0,1,2000,0
42027,1219,6,1,14,7,2016,1,53,1,0,1,2012,1
58134,685,26,3,20,8,2016,2,35,4,0,1,2013,0
42951,2016,6,1,18,5,2016,1,53,4,1,1,2016,1
57976,542,26,1,21,8,2016,1,39,6,1,2,2010,1
25213,1250,37,1,29,12,2015,1,16,4,1,1,2009,0
33942,2327,48,2,6,10,2015,1,27,31,0,1,1999,1
77990,248,55,2,3,7,2016,1,66,15,0,1,2005,0
53819,224,19,1,12,9,2016,2,18,4,0,1,1999,1
2688,136,6,1,28,1,2015,1,23,4,0,1,2007,1
70570,102,47,1,15,2,2016,1,45,4,1,1,2004,1
52855,172,18,1,4,4,2016,1,37,31,0,2,2007,0
11696,1188,13,1,28,11,2015,2,18,4,1,4,2005,1
72144,511,48,2,25,2,2016,2,42,4,0,1,2011,0
77838,107,55,1,4,4,2016,2,32,14,1,1,2004,1
27887,131,42,1,27,3,2015,1,17,4,1,1,2002,1
28314,557,42,1,22,5,2015,1,30,3,1,1,2001,1
12790,582,17,1,4,9,2015,1,29,4,1,1,2007,1
41682,899,6,1,28,3,2016,2,27,2,1,2,1996,0
6121,3083,6,1,8,5,2015,2,42,16,0,1,2003,0
19040,377,27,1,30,12,2015,1,26,31,1,4,2003,0
36501,215,53,4,4,7,2015,2,60,14,0,2,2014,0
24715,859,37,1,8,9,2015,1,65,30,0,1,1995,0
39386,254,4,1,7,4,2016,1,21,30,1,4,2002,1
864,699,1,1,29,12,2015,1,18,4,1,1,2006,1
12694,486,17,2,5,8,2015,1,33,6,1,2,2006,1
2424,418,5,1,10,11,2015,2,25,3,0,1,2002,1
71429,871,47,2,17,11,2016,2,55,2,1,1,2011,1
71142,605,47,1,24,8,2016,2,41,4,0,1,2002,1
77048,193,53,1,9,6,2016,2,49,4,1,1,1999,0
28448,683,42,2,23,9,2015,2,19,4,0,2,2001,0
10287,47,13,1,17,1,2015,2,63,30,1,1,1988,0
4070,1345,6,1,5,6,2015,1,38,31,0,2,2006,1
32651,1177,48,2,24,5,2015,1,19,31,0,2,2004,0
37205,41,55,2,10,2,2015,2,24,20,1,1,2000,1
37864,96,56,3,1,9,2015,1,39,31,0,2,2011,0
31234,889,47,1,21,12,2015,2,27,14,0,1,2010,0
74017,2144,48,1,18,8,2016,2,18,4,1,1,2016,0
11626,1136,13,1,12,11,2015,1,19,30,1,1,2005,1
55043,534,21,1,24,9,2016,1,33,31,1,1,1996,0
74307,2392,48,1,8,9,2016,1,42,4,1,1,2005,1
40914,213,6,1,15,2,2016,2,35,2,1,1,2003,0
65728,207,39,1,8,4,2016,2,30,4,1,2,2001,0
56231,52,23,2,31,5,2016,1,35,31,0,1,2003,1
61864,242,34,1,31,7,2016,2,26,14,1,1,2001,0
66832,116,40,1,24,3,2016,2,25,4,1,1,2011,1
12410,207,17,1,23,4,2015,2,17,4,0,1,2007,1
23913,184,37,1,13,1,2015,1,20,14,0,1,1995,1
30449,204,47,1,6,4,2015,1,19,4,1,1,2009,0
50795,1183,13,1,29,10,2016,1,33,30,1,1,2016,0
51701,213,17,1,9,4,2016,2,20,2,1,1,1997,1
44026,2926,6,1,30,5,2016,2,18,14,0,1,1992,1
53878,276,19,1,24,10,2016,1,26,4,1,1,2002,1
66224,666,39,1,31,8,2016,1,53,31,1,1,1997,0
22744,180,36,1,9,3,2015,2,50,21,1,2,2001,0
39379,246,4,1,3,4,2016,1,22,14,1,3,2007,1
32916,1409,48,1,25,6,2015,2,45,6,0,2,2012,1
76871,37,53,1,14,2,2016,1,17,4,1,1,2002,1
54651,196,21,1,30,4,2016,1,35,14,1,1,1995,1
26710,104,40,1,8,3,2015,1,33,31,1,3,2004,1
57609,213,26,1,18,4,2016,2,30,4,1,1,2000,1
21642,86,33,1,29,11,2015,1,21,4,1,1,2004,1
77724,14,55,1,23,1,2016,1,19,4,1,4,2003,0
52841,161,18,1,27,3,2016,2,37,5,1,1,2009,0
73675,1823,48,1,24,7,2016,2,52,31,1,1,1992,0
42947,2011,6,1,15,7,2016,1,21,14,1,3,2000,1
33786,2183,48,2,24,9,2015,1,49,4,1,2,2003,1
14568,134,20,1,7,6,2015,1,37,31,0,2,2006,0
73374,1548,48,1,19,6,2016,2,83,4,1,1,2005,0
25535,109,39,1,20,2,2015,1,49,20,1,1,2005,0
78214,452,55,1,5,11,2016,1,60,31,1,1,2006,0
25675,207,39,1,15,4,2015,2,25,4,1,1,1996,1
62588,315,35,1,29,11,2016,2,20,31,0,1,2004,0
16718,118,24,1,28,4,2015,2,58,1,0,1,2001,1
42537,1650,6,1,24,9,2016,1,38,31,1,1,2001,0
31275,924,47,1,27,10,2015,1,70,30,1,1,1993,0
54549,116,21,2,23,3,2016,1,42,30,1,2,1989,0
67454,44,41,1,1,3,2016,1,24,4,3,4,1992,1
53648,59,19,1,3,4,2016,1,30,6,1,4,2006,1
67315,559,40,1,15,12,2016,2,39,31,1,2,2004,0
53049,349,18,1,27,6,2016,1,20,6,0,1,2010,1
75079,3067,48,2,19,11,2016,2,38,20,0,4,2011,0
68949,912,42,41,13,2,2016,1,49,6,0,2,2012,0
15411,534,21,1,16,10,2015,1,69,31,0,1,2006,0
65558,83,39,2,22,2,2016,1,24,4,1,1,2007,0
33566,2002,48,1,26,8,2015,1,51,4,1,1,2003,1
74838,2854,48,1,4,11,2016,2,74,14,1,1,2002,0
70672,188,47,1,25,3,2016,2,39,5,0,1,2006,0
73980,2106,48,1,15,8,2016,1,31,31,1,1,2012,0
12042,70,16,1,13,6,2015,1,18,4,1,3,2004,1
17127,5,25,1,18,1,2015,2,24,4,1,1,2001,1
3034,453,6,1,3,3,2015,2,53,4,0,3,2008,0
23207,623,36,1,20,8,2015,2,19,4,0,2,2008,0
27839,89,42,2,2,2,2015,1,30,31,0,1,1995,0
74165,2271,48,3,3,9,2016,2,31,31,0,2,2015,0
37564,368,55,1,8,11,2015,2,18,4,0,3,2006,0
62340,81,35,1,15,4,2016,1,26,31,1,1,2014,0
45024,210,8,1,21,6,2016,1,23,6,1,2,2008,1
45334,492,8,1,1,11,2016,2,26,14,1,1,1997,1
72572,871,48,1,5,4,2016,2,47,14,0,4,2015,0
54487,66,21,2,12,2,2016,1,56,31,1,2,2013,0
24269,488,37,1,16,6,2015,1,39,20,1,2,1999,1
25218,1254,37,1,23,12,2015,1,22,4,1,1,2000,1
20751,7,30,1,13,2,2015,1,48,20,1,1,1992,1
76487,433,51,1,31,8,2016,2,45,14,0,1,2011,1
58728,170,27,2,7,7,2016,1,31,4,1,1,1998,0
45117,296,8,1,22,7,2016,1,68,30,1,2,1999,0
30478,227,47,2,21,4,2015,1,58,14,0,2,2008,1
72360,690,48,1,24,3,2016,2,18,14,1,1,2005,1
75542,3459,48,1,31,12,2016,2,18,14,1,1,2003,1
72252,601,48,3,2,3,2016,1,52,31,0,1,2013,0
67168,420,40,1,17,9,2016,1,62,30,1,2,2003,0
45059,240,8,1,7,7,2016,2,31,14,0,1,2001,1
59710,633,28,2,13,9,2016,1,67,4,1,2,2001,0
45614,186,9,1,14,10,2016,2,37,4,0,1,2002,1
45995,72,12,2,1,1,2016,2,67,31,0,1,2004,0
47117,1077,12,3,12,5,2016,2,34,15,0,3,2014,0
13020,804,17,1,12,12,2015,1,25,4,1,1,2013,1
29750,665,45,1,11,10,2015,1,19,16,1,1,2003,0
75609,3521,48,1,30,12,2016,1,17,14,1,5,2003,1
62125,463,34,1,4,10,2016,2,25,30,0,1,2011,1
9095,1713,12,1,13,9,2015,2,16,15,1,1,2004,0
14682,261,20,2,21,9,2015,1,72,6,0,1,2010,0
26018,531,39,1,30,7,2015,1,31,31,1,1,2002,0
41983,1185,6,2,16,7,2016,1,18,2,0,2,2015,0
31548,242,48,1,4,2,2015,1,22,31,1,1,1999,1
72943,1186,48,1,10,5,2016,1,26,14,1,1,2015,1
31061,744,47,1,4,11,2015,2,22,4,1,1,1998,1
71798,202,48,1,29,1,2016,1,27,2,1,8,2003,1
32410,968,48,1,9,5,2015,2,17,14,1,1,1999,1
72189,545,48,2,4,3,2016,2,60,4,1,1,2003,0
23213,629,36,1,7,9,2015,1,28,4,1,1,2000,0
1358,306,4,1,28,5,2015,1,29,14,1,2,2006,0
32053,653,48,1,31,3,2015,1,46,16,0,1,1999,1
25642,178,39,1,4,4,2015,2,31,14,1,1,1994,1
35977,477,51,1,17,9,2015,1,57,31,0,1,2005,1
39095,68,2,1,11,10,2016,2,57,14,1,1,2002,0
50844,1223,13,1,8,11,2016,2,20,4,1,1,2002,1
23963,229,37,1,26,3,2015,2,21,14,0,1,2002,0
31978,597,48,1,27,3,2015,1,24,31,1,1,1996,0
41594,822,6,2,30,4,2016,2,31,5,1,2,2003,0
33498,1934,48,2,24,8,2015,2,54,31,1,1,2011,1
68290,322,42,1,9,5,2016,1,23,14,2,2,1999,0
4962,2063,6,1,28,10,2015,1,28,4,1,2,2005,1
7202,116,10,1,1,9,2015,2,21,1,0,1,2001,0
73544,1699,48,1,9,7,2016,1,31,31,2,4,2001,1
4680,1830,6,1,28,10,2015,1,21,4,0,1,2012,1
42999,2057,6,1,2,12,2016,1,19,4,1,1,1993,0
25175,1215,37,1,15,12,2015,1,20,4,1,1,2010,1
57219,276,25,3,19,5,2016,2,46,20,0,1,2006,0
26717,109,40,2,25,1,2015,2,30,15,0,1,2007,1
4915,2016,6,1,14,8,2015,1,23,4,1,2,2007,1
65837,296,39,2,31,3,2016,2,22,4,1,1,2002,0
43403,2392,6,1,21,10,2016,1,66,4,1,2,2009,0
37212,47,55,2,17,2,2015,2,28,4,1,1,2002,1
67213,467,40,1,27,9,2016,1,19,4,0,1,2008,1
19593,452,28,3,14,10,2015,1,67,4,0,1,2012,0
16545,120,23,1,29,9,2015,1,37,4,1,1,2004,1
29603,529,45,2,11,8,2015,2,33,31,0,2,2005,0
27250,593,40,2,29,12,2015,2,32,14,0,1,2011,0
13525,274,18,1,24,5,2015,1,54,31,1,1,2007,1
43830,2765,6,1,18,11,2016,2,47,5,0,1,2014,0
45489,66,9,1,25,2,2016,2,25,2,0,1,2002,1
45940,28,12,1,22,1,2016,1,28,4,1,1,2004,1
56968,46,25,1,2,4,2016,2,30,4,1,1,2015,0
58172,715,26,2,23,9,2016,2,37,4,1,1,2010,1
54153,151,20,1,21,6,2016,1,24,20,0,1,2003,1
69060,990,42,1,30,11,2016,2,24,4,0,1,2000,1
7510,256,12,1,25,2,2015,2,88,14,0,1,1999,0
77228,351,53,1,12,9,2016,2,33,4,0,1,2003,0
42808,1888,6,2,28,8,2016,1,56,4,0,1,2000,0
49008,2777,12,1,14,12,2016,2,76,4,0,1,2014,0
