Unnamed: 0,casenum,statenum,vehnum,day,month,year,landuse,age,vfatcount,numoccs,modelyr,cellphone_use
1078,523,55,1,25,7,2015,1,24,0,1,2004,1
1628,88,47,1,20,2,2016,2,43,1,1,2000,1
213,688,37,1,14,7,2015,1,46,1,4,2005,0
180,102,12,2,9,2,2016,2,52,0,1,2015,0
974,661,47,1,7,10,2015,2,38,0,1,2000,1
371,473,48,1,11,3,2015,2,75,1,1,2004,0
1488,1401,13,1,20,12,2016,1,51,1,1,1997,1
1022,858,17,1,29,10,2016,2,49,0,1,2005,1
1623,1696,48,2,8,7,2016,2,38,0,1,2012,1
697,775,37,2,24,8,2015,2,33,1,3,1993,0
1181,744,47,1,4,11,2015,2,22,1,1,1998,1
300,514,1,1,24,8,2016,1,65,1,1,2008,0
131,363,47,1,20,6,2015,2,55,1,1,2007,0
577,2479,6,2,15,5,2016,1,37,0,2,1996,0
991,123,39,1,6,3,2015,2,27,2,2,2004,1
911,2901,6,2,16,8,2015,2,19,1,1,1991,1
432,1749,48,2,26,7,2015,2,16,0,5,2009,0
718,826,47,1,5,11,2016,2,19,1,1,2013,0
1562,191,35,1,2,10,2015,1,45,1,1,1997,1
888,879,47,1,22,12,2015,2,43,1,1,2009,1
853,107,55,1,4,4,2016,2,32,1,1,2004,1
670,871,29,2,9,12,2016,1,63,0,1,2008,0
346,639,45,3,14,9,2016,1,23,0,1,2002,0
1533,3116,48,1,15,12,2015,2,33,0,1,2010,1
212,743,13,1,19,7,2016,1,47,1,2,2001,0
1357,457,37,1,17,5,2016,1,43,1,1,2003,1
828,17,47,1,15,1,2016,2,62,1,1,1996,0
168,328,22,1,11,7,2015,2,43,0,4,2014,0
1428,542,26,1,21,8,2016,1,39,1,2,2010,1
1513,1202,48,1,17,5,2016,1,20,0,1,2004,1
635,348,29,1,3,7,2015,1,45,1,1,1990,0
1175,142,9,1,9,5,2016,2,28,0,1,2004,1
30,181,19,1,5,7,2016,1,21,1,1,2003,0
1188,1018,42,1,27,11,2015,2,21,0,1,2015,1
1332,627,29,1,24,10,2015,1,18,0,2,2006,1
717,37,21,2,24,1,2015,1,20,2,3,2003,0
1011,71,19,1,29,4,2015,2,30,1,1,2000,1
1498,769,6,1,29,4,2016,2,25,0,1,2005,1
1178,483,34,2,15,9,2016,2,24,1,1,2005,1
856,1993,6,1,11,2,2016,2,16,0,1,1996,1
1390,927,39,1,19,11,2015,2,54,1,1,1999,1
427,44,6,1,7,1,2015,2,20,1,1,2009,0
542,2893,48,1,3,12,2015,2,49,1,1,1976,0
1369,291,8,1,31,7,2016,1,18,1,1,2002,1
1272,1889,12,1,24,8,2016,1,28,0,1,2005,1
780,903,12,1,16,5,2015,2,57,0,2,2005,0
1196,45,49,1,27,3,2015,1,21,1,5,2006,1
1193,1711,48,1,25,7,2015,1,22,1,3,2012,1
446,1659,12,1,3,8,2016,2,42,0,1,2011,0
1475,2283,6,1,18,7,2016,1,24,0,1,1996,1
976,1847,48,1,21,7,2016,1,34,0,1,2014,1
827,564,45,1,30,8,2015,1,45,1,2,2002,0
601,142,1,1,20,3,2016,1,24,1,1,2003,0
1143,98,39,1,27,2,2016,1,29,1,2,1998,1
699,235,40,1,9,4,2016,2,71,1,1,2016,0
1221,201,47,1,5,4,2015,1,18,1,1,2000,1
105,32,28,2,8,2,2015,1,83,0,1,1997,0
359,450,45,1,14,7,2016,1,45,1,2,2008,0
1365,508,8,1,14,11,2016,1,56,1,1,1996,1
1004,108,35,1,28,4,2016,2,18,1,1,2008,1
112,137,26,1,8,3,2016,2,30,2,2,2003,0
284,556,18,2,25,9,2016,2,28,0,2,2013,0
319,852,39,1,22,10,2015,1,81,1,1,2005,0
475,1504,48,1,6,5,2016,2,34,1,1,2010,0
35,5,37,1,4,1,2016,2,22,0,1,1999,0
1534,2016,6,1,18,5,2016,1,53,1,1,2016,1
1568,469,18,1,26,8,2016,1,45,1,3,2014,1
783,8,32,2,22,1,2015,2,20,0,1,2008,0
967,45,41,2,25,2,2015,2,55,1,1,1998,1
276,46,26,1,10,1,2015,2,19,0,1,2004,0
1279,645,47,2,25,9,2015,1,54,0,1,2004,1
514,97,53,3,1,4,2016,2,53,0,1,2004,0
426,215,48,1,31,1,2015,1,67,1,2,1999,0
1316,1188,13,1,28,11,2015,2,18,1,4,2005,1
677,819,45,1,2,11,2015,2,22,1,2,2009,0
195,1425,48,2,5,6,2016,2,24,1,2,2014,0
76,40,15,2,27,2,2016,2,55,0,1,1996,0
917,320,4,1,28,5,2015,1,44,0,1,2014,1
826,54,18,1,4,2,2016,2,20,1,2,2007,0
1605,77,19,1,8,5,2015,1,19,0,1,1989,1
846,3332,48,1,20,12,2016,2,76,1,1,2004,1
84,572,39,1,25,7,2016,2,24,1,1,2006,0
1068,718,22,1,11,11,2015,2,32,0,1,2015,1
1604,350,47,1,15,6,2015,1,20,2,2,2003,1
1067,226,40,1,27,5,2016,2,42,0,1,2008,1
708,1004,12,4,8,5,2016,2,33,0,3,2005,0
758,95,40,2,24,3,2015,2,60,1,2,2012,0
1400,210,8,1,21,6,2016,1,23,1,2,2008,1
1345,182,8,1,6,6,2016,2,51,0,1,2008,1
493,1399,13,1,19,12,2016,2,49,1,1,2003,0
949,590,47,1,24,8,2016,1,32,1,1,2007,1
1565,760,47,1,12,11,2015,2,54,1,2,2015,1
205,5,50,1,12,2,2016,1,20,1,2,2006,0
1333,2392,48,1,8,9,2016,1,42,1,1,2005,1
138,3032,6,1,16,4,2016,2,80,1,1,2007,0
183,220,17,1,4,5,2015,2,30,1,1,2007,0
912,306,51,1,17,6,2016,2,22,0,1,2008,1
1028,880,47,1,25,12,2015,2,64,1,1,2015,1
1170,47,55,2,17,2,2015,2,28,1,1,2002,1
1547,446,1,1,9,8,2015,2,75,0,1,2009,1
1045,1033,48,1,28,4,2016,1,53,1,2,2001,1
771,1135,48,1,10,5,2016,2,52,0,1,1999,0
260,325,45,1,26,5,2016,1,66,1,2,2001,0
489,465,18,1,19,8,2015,1,67,1,1,1998,0
275,423,36,1,7,7,2016,2,50,0,1,2004,0
209,1518,6,1,3,8,2016,1,29,1,1,2000,0
730,898,37,1,17,9,2015,1,54,1,1,2001,0
1110,126,19,1,7,7,2015,1,35,1,1,2004,1
1458,5,19,2,5,1,2015,1,36,0,1,2002,1
130,406,55,1,15,5,2015,2,38,0,1,1995,0
1653,28,35,1,19,2,2016,2,43,1,1,2006,1
1616,257,35,1,14,12,2015,1,22,1,3,2006,1
1529,709,22,1,9,9,2015,1,31,1,1,2014,1
1614,2103,12,1,11,9,2016,2,31,0,1,2012,1
304,314,27,1,31,10,2015,2,39,0,2,2005,0
152,3041,12,1,23,9,2016,2,87,0,2,2006,0
652,1267,48,1,7,6,2015,1,22,0,1,2008,0
463,2735,12,1,9,2,2015,1,57,1,1,2013,0
719,451,28,2,21,9,2016,1,29,0,1,2007,0
616,593,4,1,22,9,2015,2,61,0,2,1998,0
1360,75,56,1,14,9,2016,1,25,1,3,2004,1
127,157,4,3,20,3,2016,1,26,0,7,2006,0
316,393,34,2,6,10,2016,2,27,1,1,2013,0
821,1090,6,1,15,1,2016,2,25,0,1,1998,0
108,141,26,1,18,3,2016,2,45,0,1,2004,0
687,1810,6,2,10,10,2016,1,33,0,1,1990,0
1577,375,20,1,26,12,2016,1,18,1,3,1999,1
57,1358,6,2,26,2,2016,2,58,1,2,1984,0
473,108,51,1,17,1,2016,2,38,1,1,2012,0
204,675,48,2,23,3,2015,2,30,1,1,1998,0
744,479,51,1,25,9,2015,1,37,1,1,2006,0
29,69,19,1,26,4,2015,1,56,1,1,1999,0
448,480,34,3,22,11,2016,2,53,0,1,2008,0
530,1242,48,1,12,5,2016,2,27,0,1,2008,0
862,1175,48,1,24,5,2015,1,26,0,1,2006,1
454,2363,6,1,11,12,2016,2,24,1,1,1998,0
905,561,4,2,12,9,2016,2,19,1,2,2009,1
528,2605,6,1,20,9,2016,2,66,1,1,2002,0
752,348,41,2,10,12,2015,1,49,0,1,2002,0
593,74,55,1,7,3,2016,2,35,0,1,2001,0
129,111,10,1,12,9,2015,1,52,0,1,2015,0
88,335,53,2,18,8,2016,2,21,0,1,2002,0
1144,308,1,1,11,6,2016,1,31,1,6,1999,1
872,2926,6,1,30,5,2016,2,18,0,1,1992,1
1610,1361,48,1,29,5,2016,2,23,1,1,2013,1
551,2279,6,1,23,12,2016,2,27,1,2,2012,0
546,198,16,1,12,11,2015,1,56,1,2,2005,0
1249,646,47,1,12,9,2016,1,41,1,1,2007,1
1417,417,17,1,14,6,2016,1,46,1,1,2003,1
1657,94,48,2,13,1,2015,1,21,1,1,1999,1
1115,339,4,1,14,5,2015,2,17,0,1,2002,1
1474,623,51,1,4,12,2016,1,27,1,3,2000,1
743,173,40,1,22,3,2015,2,22,0,3,2005,0
1268,86,33,1,29,11,2015,1,21,1,1,2004,1
947,491,1,1,14,8,2016,1,16,0,1,2003,1
1617,320,53,1,19,6,2015,2,29,0,1,2000,1
1540,1746,48,1,25,7,2015,2,22,1,2,2008,1
829,379,40,1,6,9,2016,1,20,1,1,2001,0
149,108,45,1,12,2,2015,1,80,1,1,2012,0
189,85,12,1,13,1,2016,1,38,0,2,2005,0
1076,3224,48,1,6,12,2016,1,52,1,2,2009,1
915,533,47,2,13,8,2015,2,17,0,2,2007,1
1080,659,4,1,30,10,2015,1,41,0,1,2001,1
27,1920,6,1,27,8,2015,1,75,1,1,1999,0
1238,176,27,2,11,7,2016,2,46,0,1,2015,1
177,136,1,1,28,3,2015,1,22,1,2,2013,0
611,1142,12,1,15,2,2016,2,25,2,2,2003,0
1448,343,5,1,16,9,2015,1,39,1,2,2011,1
1508,390,47,1,16,3,2016,1,64,1,2,2007,1
648,197,19,1,23,9,2015,1,45,1,1,2001,0
1535,250,1,1,18,5,2015,1,42,0,1,1998,1
930,952,13,1,27,9,2015,2,38,0,1,2005,1
1142,151,20,1,21,6,2016,1,24,0,1,2003,1
490,39,4,2,9,1,2015,2,28,0,1,2006,0
1271,248,29,1,21,4,2016,1,47,1,2,2004,1
363,136,26,3,7,3,2016,2,21,0,1,2006,0
1198,975,47,1,29,12,2016,1,38,1,2,1998,1
1317,198,31,1,3,12,2015,1,31,1,3,2004,1
1331,268,47,1,12,3,2015,2,20,0,1,1999,1
932,467,40,1,27,9,2016,1,19,0,1,2008,1
1459,39,38,1,28,6,2016,1,17,1,2,2014,1
466,1240,6,2,15,6,2016,2,54,0,1,2010,0
1313,82,1,1,20,2,2016,1,19,1,2,2011,1
914,1379,48,1,19,6,2015,1,52,1,1,2001,1
502,480,13,1,12,5,2016,2,30,0,1,2012,0
1639,90,17,1,16,3,2015,2,83,1,1,2003,1
706,724,13,1,28,7,2015,1,62,1,1,1996,0
510,187,40,1,17,5,2016,1,80,1,2,2004,0
72,1054,48,1,1,1,2015,1,35,0,1,1996,0
1659,2482,12,1,14,12,2015,2,19,1,3,2001,1
325,123,32,2,2,7,2016,2,44,1,4,2006,0
667,3455,48,1,30,12,2016,1,22,1,1,2009,0
90,1005,13,1,19,9,2016,1,66,1,1,2003,0
1066,421,42,1,6,6,2015,2,41,1,2,2012,1
353,3132,6,1,21,2,2015,2,49,0,1,2005,0
1514,153,47,1,7,3,2015,1,21,1,1,1994,1
559,183,4,1,17,4,2016,2,58,1,1,2005,0
343,1475,6,1,3,7,2016,2,24,1,1,2004,0
334,3339,6,1,28,5,2016,2,33,0,1,1999,0
988,2938,48,1,8,12,2015,2,21,0,1,2014,1
1421,1707,12,1,9,8,2016,1,30,1,1,2013,1
86,266,26,1,17,5,2016,1,38,1,1,2015,0
1090,59,19,1,3,4,2016,1,30,1,4,2006,1
229,296,21,1,14,6,2016,1,53,0,1,2008,0
1186,769,18,1,24,12,2015,2,38,0,1,2008,1
1337,2400,12,1,18,10,2015,2,19,0,1,2007,1
906,522,1,1,31,8,2015,2,52,0,1,2007,1
742,210,24,1,15,7,2016,2,33,0,1,2017,0
686,2606,48,1,1,11,2015,2,22,1,1,2008,0
1624,33,9,3,3,1,2015,2,26,0,2,2008,1
791,924,1,4,8,8,2016,1,47,0,7,2017,0
1394,116,47,1,29,2,2016,2,23,1,1,1995,1
737,3071,12,1,19,10,2016,1,27,0,2,2005,0
287,5,41,2,6,1,2016,2,77,0,1,2004,0
1091,28,47,1,4,1,2016,2,27,1,1,1999,1
485,306,1,1,21,6,2015,1,85,1,1,2010,0
143,2762,12,1,23,9,2015,2,48,0,1,2003,0
166,383,5,2,11,11,2016,1,27,1,1,2006,0
1189,127,16,1,24,7,2015,1,50,0,1,2009,1
1348,3075,48,1,23,12,2015,1,16,1,4,2010,1
244,408,39,1,12,3,2015,2,40,1,3,2002,0
943,342,48,1,19,2,2015,2,21,0,1,2010,1
796,419,34,1,19,11,2016,2,21,1,1,2005,0
566,676,36,1,11,8,2015,2,45,1,1,2006,0
1216,2063,6,1,28,10,2015,1,28,1,2,2005,1
299,325,29,1,27,6,2015,1,42,1,4,2008,0
1420,55,47,1,28,1,2015,2,20,1,1,2003,1
692,485,12,2,4,3,2015,2,79,1,1,2002,0
982,711,29,1,20,10,2016,2,34,0,1,2004,1
562,156,16,2,12,9,2016,1,56,1,2,1984,0
288,1951,12,2,9,2,2016,2,78,0,1,2004,0
337,167,1,1,1,4,2016,1,57,0,1,2004,0
1654,2203,6,1,2,12,2016,1,17,1,4,2002,1
1192,1948,12,1,5,10,2015,2,31,0,1,2003,1
80,113,17,1,28,2,2016,2,50,0,1,2015,0
73,422,22,1,4,7,2016,1,23,0,2,2005,0
812,595,42,2,3,9,2016,2,28,0,1,2016,0
21,817,4,2,13,12,2016,2,21,0,2,2013,0
852,644,51,1,8,11,2015,1,53,1,1,2013,1
122,151,27,2,24,6,2016,1,36,1,2,2003,0
840,1253,48,1,26,5,2015,1,24,1,3,2005,1
381,27,9,1,17,2,2016,2,71,0,1,2005,0
1346,795,37,1,28,8,2016,2,69,0,4,2012,1
107,496,28,1,10,11,2015,1,55,0,1,1996,0
315,129,47,1,6,3,2016,2,26,0,1,2008,0
265,20,1,1,10,1,2016,1,24,0,4,2015,0
647,1273,12,2,9,7,2015,2,54,1,1,2005,0
1487,289,48,1,2,2,2015,1,32,1,1,2007,1
520,299,29,1,25,4,2015,2,29,1,1,2012,0
1393,609,47,1,1,9,2016,2,17,1,2,2010,1
1035,616,22,1,3,12,2015,1,45,1,8,2008,1
613,719,13,3,26,7,2015,2,45,0,1,1999,0
825,2215,12,1,13,11,2015,2,39,0,4,1998,0
672,449,12,1,19,1,2015,2,80,0,2,2012,0
1120,171,35,1,19,9,2015,1,28,1,1,2006,1
358,694,6,1,13,3,2016,1,36,1,1,2011,0
732,331,17,1,18,5,2016,1,34,1,2,2002,0
1329,93,27,1,26,4,2015,1,24,0,1,2005,1
243,182,25,2,25,9,2016,2,26,0,2,2001,0
1352,931,47,2,14,12,2016,1,69,0,2,1997,1
1626,1351,13,1,9,12,2016,2,25,1,2,1998,1
1152,207,39,1,15,4,2015,2,25,1,1,1996,1
1147,1606,48,1,17,6,2016,1,18,1,1,2013,1
513,292,37,1,6,4,2015,1,82,1,2,2013,0
1054,48,17,1,31,1,2016,2,53,0,1,2006,1
255,982,36,2,7,10,2016,2,55,0,2,2014,0
1001,736,1,1,30,10,2016,1,20,1,1,1999,1
586,249,24,1,12,8,2016,2,74,2,3,2012,0
1432,381,48,1,20,2,2016,2,20,1,1,1994,1
1131,610,47,2,31,7,2016,2,44,0,1,2010,1
537,2170,6,1,8,10,2015,1,21,0,2,1996,0
6,833,26,1,15,11,2016,2,33,0,1,2008,0
806,937,45,3,22,10,2016,2,36,0,1,2009,0
1047,2219,6,1,7,12,2016,1,20,1,1,2001,1
1160,103,53,1,13,4,2015,1,25,0,1,2012,1
1563,389,47,1,7,6,2016,1,18,1,1,2005,1
587,387,55,1,8,10,2016,2,40,1,1,1998,0
1169,318,47,1,16,5,2016,1,30,1,4,2001,1
837,1082,48,1,16,4,2015,1,25,1,1,1997,1
995,3477,48,1,13,10,2016,2,58,0,1,2013,1
710,353,8,1,12,9,2015,2,42,0,3,2015,0
722,56,32,2,20,4,2016,1,69,0,2,2016,0
111,2962,12,1,15,12,2016,2,56,0,1,2001,0
1584,86,15,1,29,10,2015,1,37,1,1,1993,1
1211,488,37,1,16,6,2015,1,39,1,2,1999,1
1129,2460,48,1,19,9,2016,1,30,1,1,2006,1
1640,402,48,2,12,2,2016,1,28,1,4,2002,1
918,793,47,1,26,10,2016,2,60,1,3,2002,1
1548,322,22,1,2,7,2015,1,27,1,1,2003,1
331,61,53,1,25,2,2015,2,27,1,4,1996,0
1105,26,47,2,20,1,2015,2,77,1,1,1999,1
347,1910,48,1,18,8,2015,1,50,0,1,1988,0
1270,41,55,2,10,2,2015,2,24,1,1,2000,1
615,84,33,1,17,11,2015,1,23,1,2,2003,0
1250,898,45,1,26,12,2015,1,48,0,2,2013,1
367,38,13,1,13,1,2015,2,29,0,1,2003,0
1523,60,40,1,31,1,2015,1,29,0,2,2006,1
552,243,18,1,13,5,2016,1,51,0,1,2009,0
470,130,51,1,3,4,2015,2,48,1,1,2007,0
1307,761,4,4,6,12,2015,2,29,0,2,2012,1
1554,2180,12,1,6,10,2016,2,32,1,1,2000,1
1361,36,46,2,30,4,2015,1,28,0,1,2008,1
1085,432,24,1,22,12,2015,2,43,0,1,2012,1
1468,422,21,1,29,8,2015,1,19,1,1,1999,1
1240,1254,37,1,23,12,2015,1,22,1,1,2000,1
638,221,54,1,11,11,2015,2,35,1,1,2002,0
114,159,30,3,12,11,2016,1,51,0,2,2014,0
1403,558,37,1,23,6,2015,1,35,1,3,1995,1
318,486,12,1,21,3,2015,1,27,0,2,2003,0
793,1077,37,2,17,10,2016,1,79,1,2,2016,0
1010,563,1,1,7,10,2015,1,30,1,1,1999,1
1570,609,47,2,1,9,2016,2,26,0,1,2006,1
226,1063,13,2,2,10,2016,2,48,1,2,2013,0
1064,3082,48,1,22,11,2016,2,27,0,1,2016,1
1286,486,17,2,5,8,2015,1,33,1,2,2006,1
773,1876,6,1,3,10,2015,1,18,2,2,2005,0
228,11,39,1,11,1,2015,2,52,1,1,2000,0
673,137,4,1,5,3,2015,1,51,1,1,1994,0
1114,276,19,1,24,10,2016,1,26,1,1,2002,1
1051,1809,6,1,16,10,2016,2,32,1,2,2013,1
1438,2393,48,1,14,10,2015,1,21,1,1,2004,1
1275,377,51,1,6,8,2015,1,55,1,1,1995,1
1466,1400,6,1,6,6,2015,1,45,1,1,2014,1
657,3154,6,2,15,8,2016,2,36,0,1,2008,0
374,37,21,1,24,1,2015,1,30,0,1,2009,0
801,213,26,1,13,5,2015,1,56,0,1,1999,0
1379,102,33,1,30,12,2015,2,26,1,1,2006,1
349,230,42,1,18,4,2015,1,47,1,3,1995,0
590,635,42,1,4,9,2016,2,38,0,1,2004,0
352,499,39,2,18,7,2015,1,56,0,1,2004,0
415,179,27,1,13,7,2016,2,21,1,1,2008,0
1217,548,47,1,27,8,2015,1,27,0,5,2004,1
1643,1830,6,1,28,10,2015,1,21,0,1,2012,1
855,174,51,1,28,4,2015,1,21,1,1,2008,1
683,2134,48,2,18,9,2015,2,29,1,3,1998,0
954,300,47,1,28,5,2015,1,31,1,1,2007,1
1063,1934,48,2,24,8,2015,2,54,1,1,2011,1
311,367,28,1,25,8,2015,2,25,1,1,2002,0
273,98,46,1,4,12,2016,1,35,1,2,2008,0
558,970,36,1,17,12,2015,2,95,1,1,1998,0
174,678,6,1,5,4,2015,1,51,0,1,1999,0
527,223,45,2,19,4,2015,1,39,0,1,2008,0
715,59,25,1,7,1,2016,2,18,1,1,2002,0
1633,660,47,2,28,8,2016,2,30,0,1,2014,1
342,62,47,2,6,2,2015,2,47,0,2,2007,0
234,1577,48,1,26,4,2016,2,52,0,1,1997,0
507,761,48,1,16,4,2015,2,24,1,1,2009,0
1663,356,8,1,14,9,2015,1,53,1,1,2011,1
924,2080,6,1,13,11,2016,2,34,0,1,2014,1
242,175,12,1,1,3,2016,1,29,0,1,2012,0
462,725,18,9,13,11,2015,1,49,0,1,2014,0
1495,241,6,1,14,2,2015,1,19,0,1,2007,1
1082,621,51,1,1,12,2015,1,21,1,1,2001,1
860,70,23,1,4,8,2015,1,21,0,1,2000,1
845,332,37,1,10,4,2016,1,18,1,3,2002,1
1402,306,48,1,11,2,2015,1,55,1,1,2014,1
1292,234,26,1,26,4,2016,1,22,1,1,2004,1
902,1719,6,1,12,1,2016,2,19,0,2,2015,1
1016,323,37,2,5,4,2016,1,25,1,1,2014,1
1185,320,22,1,24,8,2016,2,38,0,1,2007,1
97,2339,48,1,9,10,2015,1,41,1,1,1995,0
224,885,13,2,25,8,2016,1,44,0,2,2016,0
620,1357,48,1,22,4,2016,2,69,1,2,1994,0
335,844,47,1,13,11,2016,1,24,1,2,2000,0
1366,37,53,1,14,2,2016,1,17,1,1,2002,1
1141,232,47,2,17,4,2016,1,22,0,2,2005,1
877,447,47,1,30,6,2016,2,23,0,1,2006,1
822,2062,48,6,6,9,2015,1,16,0,3,2014,0
123,1742,12,2,12,9,2015,1,81,0,2,2015,0
1174,477,51,1,17,9,2015,1,57,0,1,2005,1
249,334,22,2,13,7,2015,2,37,0,1,2007,0
666,191,29,1,21,4,2015,2,41,0,1,2014,0
671,2110,12,2,1,11,2015,1,45,0,1,2014,0
128,1257,12,1,11,7,2015,2,47,1,1,2003,0
1262,548,36,1,30,7,2016,1,29,0,1,2004,1
1431,484,17,1,2,7,2016,1,19,1,1,1997,1
1472,133,48,1,19,1,2016,2,20,1,1,2013,1
675,828,26,1,13,11,2016,1,39,0,1,2008,0
1039,949,47,1,19,12,2016,2,18,1,1,2006,1
1596,1617,12,1,5,8,2016,2,46,1,1,2003,1
538,217,13,1,7,3,2015,2,53,1,1,2011,0
1320,2039,48,1,3,9,2015,1,32,1,1,2014,1
248,1681,6,2,18,6,2016,1,43,0,2,2007,0
1456,517,47,1,15,8,2015,2,28,1,2,2002,1
1462,387,18,1,16,7,2016,1,21,1,2,2013,1
424,832,29,1,8,12,2016,1,50,0,2,2015,0
1008,653,48,1,31,3,2015,1,46,0,1,1999,1
1015,128,56,2,13,12,2015,2,28,0,1,2011,1
1483,754,42,1,27,9,2015,2,20,1,7,2004,1
417,2136,6,1,30,8,2016,1,47,1,1,1994,0
79,2409,48,1,18,9,2016,1,16,1,2,1997,0
1228,313,40,1,30,7,2015,1,34,0,1,2014,1
704,521,47,1,25,7,2016,1,55,1,1,1987,0
1385,163,17,1,15,3,2016,2,27,1,1,2000,1
592,969,39,1,12,12,2015,1,77,1,1,2004,0
467,891,12,2,17,2,2015,2,57,0,1,2001,0
383,925,26,2,11,12,2016,1,62,0,6,2013,0
389,3150,6,1,15,12,2016,1,51,1,1,1991,0
239,1250,12,1,4,7,2015,2,33,1,2,1995,0
1190,615,47,1,27,7,2016,1,78,0,1,2004,1
889,606,47,1,27,8,2016,2,57,0,2,1999,1
1119,107,19,1,20,5,2016,1,32,1,1,1995,1
1509,481,34,1,25,11,2016,2,18,0,2,2005,1
582,188,8,1,9,6,2016,2,33,1,1,2001,0
1582,112,37,1,7,2,2015,1,44,1,1,2012,1
1545,649,29,1,30,10,2015,1,49,0,1,2012,1
1101,198,48,1,24,1,2015,1,17,0,1,2009,1
89,75,36,1,19,2,2015,1,69,1,2,2011,0
1440,368,34,1,4,9,2016,2,24,0,1,2002,1
993,249,13,1,12,3,2016,1,22,1,1,2001,1
1227,71,16,1,15,6,2015,1,47,1,1,2014,1
1415,277,5,2,6,8,2015,1,17,1,3,2015,1
397,30,29,1,23,1,2015,1,45,1,1,2000,0
197,1277,48,1,23,5,2016,1,35,2,2,2004,0
258,168,54,3,16,8,2016,2,51,0,3,2007,0
1184,262,26,1,11,5,2016,2,25,0,1,2007,1
