Unnamed: 0,casenum,statenum,vehnum,day,month,year,landuse,age,vfatcount,numoccs,modelyr,cellphone_use
1526,2569,6,1,4,12,2015,1,32,1,1,1996,1
1280,39,4,1,5,2,2016,2,23,1,1,1999,1
145,68,27,1,31,3,2016,1,34,1,1,2002,0
781,688,22,1,28,12,2016,2,25,0,1,2006,0
153,683,4,2,2,10,2016,2,60,1,6,1996,0
1073,1219,6,1,14,7,2016,1,53,0,1,2012,1
1312,426,48,1,21,2,2016,2,36,0,1,2008,1
303,1260,12,1,29,5,2016,1,23,2,2,1998,0
1034,418,5,1,10,11,2015,2,25,0,1,2002,1
1423,136,22,1,13,3,2016,2,21,1,2,2011,1
1412,1167,48,1,14,5,2016,1,19,1,3,2014,1
1247,32,17,1,20,1,2016,1,19,1,1,1998,1
263,1039,13,1,21,10,2015,2,18,1,1,2007,0
1061,109,27,1,24,5,2016,2,24,1,2,1994,1
373,357,4,2,4,6,2015,1,43,1,1,2005,0
968,2325,48,2,9,9,2016,1,22,1,1,2005,1
617,214,1,1,30,4,2015,2,17,0,2,2004,0
721,428,51,1,4,9,2015,1,23,0,3,2014,0
1355,206,47,1,9,4,2016,1,26,1,1,2002,1
776,77,41,1,2,4,2015,1,34,2,5,1997,0
1581,2262,48,1,29,8,2016,2,26,0,1,2007,1
28,194,41,1,26,8,2015,2,56,1,1,2005,0
1591,845,47,1,19,12,2015,1,20,1,1,2006,1
861,116,55,1,14,4,2016,1,44,1,1,2012,1
411,779,45,1,15,11,2015,1,32,1,1,1990,0
746,571,17,3,27,8,2015,2,43,2,5,2010,0
1600,847,39,1,17,10,2016,2,41,1,1,2011,1
688,572,17,2,7,8,2016,1,34,0,3,2002,0
569,674,37,1,3,7,2016,2,43,1,1,2009,0
1351,404,8,1,9,10,2015,1,72,1,1,2009,1
388,889,26,1,5,6,2015,1,53,1,1,2003,0
1453,47,51,1,10,2,2015,1,26,0,1,2001,1
774,582,28,1,1,12,2016,1,53,1,2,2003,0
25,722,47,2,29,10,2015,1,73,1,1,2003,0
751,17,53,1,21,1,2016,2,57,1,1,2014,0
496,218,40,1,19,5,2016,1,18,2,3,2013,0
312,111,45,1,29,2,2016,1,47,0,1,2007,0
198,497,53,1,17,12,2015,2,31,2,2,1987,0
1154,848,48,1,22,4,2015,1,45,0,1,2013,1
1165,661,17,1,20,8,2016,2,39,0,1,2015,1
1209,116,40,1,24,3,2016,2,25,1,1,2011,1
904,246,4,1,3,4,2016,1,22,1,3,2007,1
173,2372,6,1,13,11,2016,2,41,0,2,2004,0
678,440,13,1,3,5,2016,2,25,1,1,2001,0
568,14,53,1,14,1,2016,2,43,0,1,2002,0
1371,31,29,2,27,1,2016,1,22,1,1,1998,1
797,262,6,1,7,2,2015,1,53,1,1,1999,0
696,3179,48,1,1,12,2016,1,17,0,4,2008,0
1055,223,47,1,18,4,2015,1,25,1,1,1994,1
1126,932,6,2,30,4,2015,2,16,0,1,1998,1
280,574,48,1,21,3,2015,2,30,0,1,2012,0
1043,310,21,1,22,6,2016,1,60,1,1,2004,1
1416,976,48,1,13,5,2015,2,23,1,1,2003,1
934,23,10,1,8,6,2015,1,22,1,1,2003,1
1528,553,51,3,28,10,2016,1,27,1,1,2011,1
524,411,48,1,24,2,2015,1,26,1,1,2008,0
733,511,26,1,5,8,2016,2,37,0,1,1995,0
350,16,24,1,23,1,2015,2,62,1,1,2003,0
800,3135,6,4,11,4,2015,2,43,0,3,2006,0
955,2081,48,2,11,9,2015,1,21,0,1,2011,1
357,250,51,2,31,5,2016,1,48,1,1,2001,0
133,66,12,1,16,1,2015,2,54,0,1,2014,0
626,2369,48,2,6,10,2015,1,68,1,2,2013,0
614,1274,13,2,19,11,2016,1,33,1,4,1995,0
1650,20,10,2,16,3,2016,1,17,0,2,1998,1
1031,683,18,1,19,11,2016,2,22,1,1,2006,1
1098,48,22,1,31,1,2016,2,21,1,2,2013,1
1099,2567,12,1,19,12,2015,2,34,0,1,2012,1
766,873,36,1,15,12,2016,2,52,0,1,2014,0
376,31,26,1,15,1,2016,2,48,1,1,2012,0
506,2459,6,2,2,11,2016,2,40,0,1,2017,0
413,85,33,1,21,11,2015,1,18,0,1,2003,0
707,996,26,1,11,10,2016,1,36,1,2,1999,0
1059,37,30,1,30,3,2016,2,23,0,1,2014,1
407,15,16,2,10,2,2016,1,73,1,1,2002,0
345,161,18,1,17,4,2015,1,26,1,1,1998,0
1652,484,8,1,5,12,2015,2,31,0,1,2008,1
1122,104,40,1,8,3,2015,1,33,1,3,2004,1
543,116,28,1,24,2,2016,2,50,1,1,2009,0
1519,191,47,1,25,3,2016,1,33,1,1,2001,1
1424,44,41,1,1,3,2016,1,24,3,4,1992,1
310,35,51,3,31,1,2015,2,33,0,1,1992,0
87,778,4,2,28,12,2015,2,48,0,3,2013,0
1166,485,4,1,17,7,2016,2,26,0,1,2016,1
606,135,23,1,5,12,2015,1,17,2,3,2001,0
271,40,10,2,21,8,2016,2,31,1,1,2003,0
1646,756,42,1,21,8,2016,1,30,1,1,1996,1
816,1915,48,1,7,8,2015,1,66,1,1,2004,0
74,209,18,2,27,4,2016,1,80,1,1,2002,0
1426,700,4,1,1,10,2016,2,33,0,1,2015,1
1261,32,10,1,23,3,2015,2,35,1,2,1997,1
1363,353,34,1,28,9,2016,2,47,0,1,2000,1
640,673,48,1,20,3,2016,2,30,1,1,2003,0
1496,299,22,1,11,6,2016,1,22,0,1,2008,1
1009,3459,48,1,31,12,2016,2,18,1,1,2003,1
534,1769,48,2,19,7,2015,2,54,1,2,2011,0
104,1801,12,2,27,8,2016,2,69,0,1,2005,0
47,2784,12,1,24,12,2016,2,92,1,1,2005,0
540,1037,48,1,18,5,2015,2,27,0,1,2013,0
1441,134,23,2,28,11,2015,1,64,1,1,1998,1
433,34,36,2,21,1,2016,1,38,0,2,2004,0
679,625,51,1,1,12,2016,2,56,1,1,1999,0
98,654,12,1,22,4,2015,2,61,0,1,1998,0
1593,52,23,2,31,5,2016,1,35,0,1,2003,1
887,130,1,1,29,3,2016,1,32,0,1,2008,1
784,27,34,1,3,2,2015,2,25,0,1,2006,0
764,55,40,4,8,2,2015,1,20,0,1,2000,0
1036,714,48,1,6,4,2015,1,19,1,1,2001,1
515,2421,48,3,5,10,2015,2,23,1,1,1999,0
140,40,2,1,29,8,2015,1,52,1,1,2008,0
844,433,48,1,3,3,2015,1,47,1,1,2002,1
338,978,6,1,7,5,2015,2,90,1,2,2007,0
348,1521,48,1,9,7,2015,2,17,0,1,1996,0
939,584,47,1,13,9,2015,1,31,1,1,2007,1
1553,242,8,1,9,7,2016,1,47,1,1,2016,1
1161,481,26,1,22,7,2016,1,36,1,1,2013,1
1322,2994,48,1,14,12,2015,1,16,3,4,2007,1
1609,793,6,1,27,2,2016,1,23,1,4,1999,1
753,40,6,2,12,1,2015,1,58,0,1,2008,0
44,110,32,3,1,6,2016,2,70,1,1,2007,0
794,595,18,1,8,10,2015,1,77,1,1,2013,0
1012,457,22,1,31,7,2015,1,22,1,1,2010,1
403,173,28,2,4,5,2016,1,81,0,2,2012,0
958,140,6,1,25,1,2015,1,38,0,1,2006,1
777,395,17,1,6,5,2016,2,45,0,1,2002,0
790,2171,48,2,20,9,2015,2,22,0,1,2010,0
425,72,40,2,15,2,2016,1,36,0,2,2011,0
964,449,8,1,1,11,2015,1,33,1,1,2006,1
188,628,42,2,11,8,2016,1,71,1,1,2003,0
522,401,55,1,20,11,2015,1,54,1,1,2008,0
605,183,13,1,27,2,2015,2,22,0,3,2014,0
1205,348,21,1,4,5,2016,2,38,0,1,2002,1
218,126,41,1,24,5,2015,1,56,0,1,1994,0
1033,36,17,1,29,1,2015,1,36,0,1,2005,1
20,123,36,2,8,1,2015,2,51,0,4,2007,0
2,88,25,1,23,3,2016,2,37,0,2,2006,0
1266,52,51,1,18,2,2016,1,34,1,1,1989,1
795,836,47,2,15,11,2016,2,22,0,1,2002,0
1248,950,47,1,20,12,2016,1,48,1,1,1994,1
972,3,4,1,3,1,2015,2,23,0,1,2013,1
1546,952,47,1,17,12,2016,1,30,1,1,1996,1
833,274,18,1,24,5,2015,1,54,1,1,2007,1
1030,1006,39,2,16,12,2015,2,25,1,1,2008,1
869,186,39,2,19,3,2015,2,24,0,1,2006,1
176,135,41,1,15,5,2016,1,30,1,1,1997,0
1397,85,29,1,1,3,2015,2,25,1,1,2006,1
182,2314,6,1,15,12,2016,1,53,1,1,1986,0
81,277,21,1,4,6,2016,2,32,1,1,2005,0
1560,3156,48,1,24,11,2016,1,24,1,3,2000,1
1236,146,4,1,19,2,2016,1,22,2,4,2005,1
1499,48,47,1,4,2,2016,2,56,1,1,2005,1
938,412,8,1,29,9,2016,1,19,1,1,2004,1
1575,213,17,1,9,4,2016,2,20,1,1,1997,1
1277,275,40,1,4,7,2015,1,32,1,4,2004,1
684,1,48,3,1,1,2016,2,22,0,2,2001,0
498,394,36,1,3,7,2016,2,27,1,1,2008,0
1389,2510,6,1,12,9,2015,1,26,0,1,2005,1
447,588,47,1,7,9,2015,1,45,1,1,2006,0
980,1153,13,1,21,10,2016,2,31,1,2,2010,1
308,117,53,2,18,4,2016,1,22,0,3,2015,0
895,502,48,1,29,2,2016,1,57,1,4,2001,1
561,59,46,1,2,8,2015,1,73,1,2,1959,0
278,155,34,1,24,5,2015,2,22,1,1,1994,0
658,211,28,3,17,5,2015,2,71,0,2,2010,0
1392,676,51,1,14,12,2016,2,30,0,1,2001,1
465,86,9,1,30,5,2015,2,47,1,3,2014,0
919,2762,6,1,23,9,2015,2,33,0,1,2012,1
1088,109,47,1,25,2,2016,2,24,0,1,2002,1
487,618,17,2,27,8,2016,2,57,0,1,2013,0
1206,512,48,1,26,2,2016,2,32,0,1,2015,1
984,311,5,1,24,8,2015,1,25,1,2,9999,1
250,336,22,1,15,7,2015,2,30,1,1,2000,0
172,607,13,1,26,6,2016,2,34,1,1,2005,0
478,232,1,1,23,4,2016,1,30,1,1,1997,0
1013,585,51,1,3,10,2016,1,51,0,1,1999,1
564,2341,48,1,9,10,2015,2,70,1,3,2005,0
1224,163,4,2,18,3,2015,2,26,0,1,2015,1
550,50,16,1,29,5,2015,2,34,1,4,2009,0
630,51,15,1,3,8,2015,2,25,0,1,2006,0
1368,114,32,1,7,6,2016,1,58,1,1,2000,1
4,186,6,2,29,2,2016,1,31,0,1,2010,0
525,309,19,1,9,11,2016,1,30,0,1,2004,0
1399,28,47,1,21,1,2015,1,22,1,3,2002,1
817,226,9,1,5,5,2015,2,85,1,1,2014,0
1465,50,2,1,14,10,2015,1,16,0,1,2004,1
63,910,13,2,1,9,2016,1,26,0,1,2009,0
1005,705,39,1,27,7,2015,2,23,1,1,2002,1
1156,120,23,1,29,9,2015,1,37,1,1,2004,1
664,224,45,1,21,4,2016,1,19,1,2,2003,0
1315,58,35,1,30,3,2015,1,27,1,1,2006,1
618,139,19,1,20,6,2016,1,63,1,1,2006,0
1414,291,51,1,18,6,2016,1,28,1,1,1999,1
245,425,42,2,30,6,2016,2,54,0,1,2005,0
1444,2896,48,1,4,11,2016,1,18,1,1,2004,1
1177,227,47,1,21,4,2015,1,33,0,1,1997,1
1212,2392,48,2,8,9,2016,1,27,0,1,2010,1
950,211,12,1,30,1,2015,2,77,0,2,2010,1
141,408,5,4,17,12,2016,2,51,0,1,2013,0
928,572,42,1,16,7,2015,1,23,0,1,2002,1
236,402,12,1,17,3,2015,2,59,0,1,2001,0
701,545,29,1,24,7,2016,2,40,1,1,1999,0
382,1983,48,1,3,8,2016,1,48,1,1,1994,0
1335,1533,12,1,14,7,2015,1,78,1,1,2008,1
238,544,18,1,26,9,2016,1,57,2,2,1978,0
1443,158,47,1,21,3,2016,2,28,1,1,2000,1
370,270,20,2,26,9,2016,1,51,1,3,2009,0
969,419,47,2,20,6,2016,1,35,1,2,2008,1
1041,277,29,1,28,5,2016,1,22,1,1,2002,1
787,2208,48,1,5,8,2015,1,23,1,1,2005,0
372,521,13,2,23,5,2016,1,28,0,1,2011,0
1284,231,36,1,2,5,2016,1,31,1,1,2013,1
444,1886,48,1,6,8,2015,2,74,1,1,1999,0
206,340,4,3,5,5,2016,2,29,0,1,2001,0
1084,690,48,1,24,3,2016,2,18,1,1,2005,1
503,346,21,1,26,7,2015,1,53,0,1,2007,0
878,82,55,1,25,3,2015,1,18,1,1,1995,1
1476,230,22,1,11,5,2015,1,28,1,1,2005,1
674,52,33,1,16,8,2015,1,70,1,3,2012,0
1053,575,51,1,5,11,2015,2,18,2,2,2003,1
1018,879,47,2,22,12,2015,2,60,1,1,2007,1
402,1587,48,1,16,7,2015,2,61,1,1,2006,0
423,439,4,1,15,7,2015,2,41,1,1,1998,0
1340,252,55,1,23,7,2015,1,23,0,1,2003,1
1095,833,47,1,7,12,2015,1,21,0,1,1994,1
456,947,12,1,28,2,2016,2,23,1,1,1995,0
1491,739,29,1,4,11,2016,1,16,1,1,2003,1
940,1854,48,2,3,8,2015,1,23,1,3,2004,1
1330,70,16,1,13,6,2015,1,18,1,3,2004,1
1294,605,47,1,24,8,2016,2,41,0,1,2002,1
1233,425,4,1,1,7,2015,1,31,0,1,2008,1
296,2488,6,1,8,12,2015,2,58,0,2,1993,0
1089,8,49,1,18,1,2015,1,17,0,1,2004,1
1074,881,17,1,6,11,2016,2,32,1,1,2002,1
1494,904,47,1,7,12,2016,2,33,1,3,2000,1
272,621,51,2,1,12,2015,1,39,0,1,2008,0
1586,571,13,1,14,6,2015,2,55,0,1,2008,1
200,1879,48,1,23,7,2016,2,29,1,2,2006,0
769,228,36,1,30,4,2016,1,16,1,2,2003,0
884,158,8,1,5,5,2015,1,48,1,1,2010,1
1460,538,37,1,9,6,2015,2,29,1,2,2002,1
1244,2475,6,1,23,8,2016,2,24,1,2,2003,1
1214,657,47,1,3,7,2016,1,64,1,1,1995,1
225,66,23,1,2,8,2015,1,30,1,1,2001,0
360,343,8,1,6,9,2015,1,24,0,1,2013,0
649,2,46,1,12,1,2016,2,17,1,1,1998,0
944,481,5,1,18,12,2016,2,43,1,1,2012,1
931,213,26,1,18,4,2016,2,30,1,1,2000,1
449,1109,37,1,11,11,2016,2,38,1,1,2003,0
533,1774,6,4,6,2,2015,2,47,0,2,2013,0
731,962,6,1,21,5,2015,2,40,0,2,2000,0
1194,166,53,1,14,6,2015,1,22,1,1,2005,1
235,252,13,2,17,3,2015,2,46,0,2,2004,0
10,90,48,1,11,1,2015,1,27,1,2,2015,0
1549,333,20,1,25,9,2016,1,33,0,1,2014,1
116,41,1,3,28,1,2016,2,48,0,2,1999,0
17,467,12,2,13,1,2016,2,31,0,2,2013,0
981,10,27,1,17,1,2016,1,47,1,1,2002,1
575,272,22,1,20,5,2016,2,27,1,3,2008,0
612,3125,48,1,27,12,2015,1,35,0,1,2007,0
132,210,24,4,3,7,2015,1,41,0,3,2008,0
1299,50,56,1,3,8,2016,2,31,1,1,2016,1
1210,666,42,1,28,8,2015,2,31,1,1,2006,1
548,3582,6,2,23,12,2016,2,43,0,1,2007,0
1168,207,17,1,23,4,2015,2,17,0,1,2007,1
1187,2198,48,2,25,8,2016,2,21,1,1,2006,1
1116,868,47,1,17,12,2015,1,31,1,2,1990,1
965,224,48,1,31,1,2016,1,36,0,1,2004,1
788,45,40,1,13,2,2015,1,22,1,1,2008,0
760,3001,48,1,15,12,2015,1,74,1,2,2007,0
1094,492,8,1,1,11,2016,2,26,1,1,1997,1
64,421,55,1,21,11,2015,2,15,1,4,2002,0
321,1484,6,2,29,7,2015,2,38,1,1,2000,0
167,358,21,2,7,7,2016,1,40,1,1,1997,0
979,1510,6,1,19,7,2016,2,27,1,1,2006,1
256,211,39,1,31,3,2015,2,51,1,1,2007,0
264,415,55,2,14,10,2016,1,46,1,1,2011,0
922,490,8,1,17,8,2016,2,27,0,1,2004,1
1637,3521,48,1,30,12,2016,1,17,1,5,2003,1
1592,2852,48,1,30,11,2015,1,18,1,1,2003,1
1419,984,47,1,1,11,2016,2,35,0,1,2000,1
1087,180,16,1,10,10,2016,1,32,1,1,2001,1
1281,170,8,1,14,5,2015,2,42,1,1,2006,1
741,367,51,1,26,7,2015,2,45,1,2,1996,0
713,1311,48,2,2,6,2015,2,19,0,2,2014,0
803,301,34,1,19,10,2015,2,25,1,1,2001,0
1104,6,47,2,21,1,2016,2,30,1,1,2006,1
13,1,18,1,1,1,2015,2,73,1,1,1999,0
410,20,50,2,12,7,2015,2,74,1,2,2009,0
1162,236,47,1,25,4,2015,1,18,1,2,2006,1
1077,248,51,2,2,5,2016,1,39,1,1,2006,1
556,118,22,2,8,3,2016,2,60,0,1,2014,0
268,12,45,1,8,1,2016,1,86,1,2,2010,0
125,255,9,1,7,8,2016,2,58,1,1,2003,0
736,75,56,1,29,7,2015,1,28,1,5,2002,0
518,428,47,1,11,7,2015,1,27,1,1,2015,0
1482,789,17,1,15,6,2016,2,41,0,1,2004,1
854,175,47,1,29,3,2016,2,22,1,1,2004,1
1376,678,47,2,10,10,2015,2,29,1,1,1994,1
1344,148,12,1,29,1,2015,2,19,0,1,2003,1
749,1956,6,3,20,12,2015,1,40,0,2,2012,0
747,2760,12,2,3,10,2016,2,43,0,1,2002,0
406,2269,48,1,2,9,2016,1,26,1,4,2001,0
557,2930,48,2,2,11,2016,2,27,1,1,2007,0
1434,2211,12,1,9,11,2015,1,19,0,1,2004,1
1370,527,4,2,21,8,2015,2,17,1,4,2000,1
909,65,53,1,13,3,2016,1,56,1,1,2005,1
1300,51,34,1,15,2,2016,2,24,1,1,2014,1
598,804,26,1,14,10,2016,2,39,1,1,2003,0
867,386,4,1,22,6,2015,2,17,0,1,1998,1
579,879,6,2,10,3,2016,2,28,0,1,2016,0
842,864,47,1,24,12,2015,1,81,1,1,2003,1
1362,2174,48,2,19,8,2016,1,23,0,1,2013,1
583,81,27,1,7,4,2016,1,72,1,2,2000,0
1516,2078,48,1,5,8,2016,1,27,1,1,2001,1
445,106,6,2,22,1,2015,2,25,2,2,2000,0
1430,1396,12,2,2,7,2016,2,23,1,1,1995,1
1606,2254,48,1,30,9,2015,2,26,0,1,2008,1
1477,2842,48,1,1,11,2016,2,28,1,1,2006,1
384,221,27,1,20,8,2015,1,35,1,1,2009,0
1060,428,42,1,15,6,2015,1,16,0,1,2008,1
521,91,35,3,22,5,2015,2,44,0,1,2014,0
951,142,30,2,1,10,2016,1,33,1,1,2000,1
22,396,34,1,30,10,2016,2,26,0,1,2014,0
623,924,13,2,4,9,2016,2,21,0,1,2015,0
408,511,53,1,13,12,2016,1,23,2,3,2002,0
290,645,45,2,7,10,2015,1,26,0,2,2007,0
1310,2426,6,2,13,10,2015,1,23,0,1,2014,1
1601,92,4,1,12,2,2016,1,30,1,1,2009,1
398,970,13,1,13,9,2016,2,35,0,1,1974,0
254,515,51,1,5,10,2016,2,26,1,1,2011,0
34,384,4,3,22,6,2015,2,34,0,1,2007,0
992,407,47,1,10,7,2015,1,17,1,1,2007,1
1439,277,25,1,29,10,2015,2,20,1,1,2015,1
892,159,51,1,12,4,2016,1,22,1,3,2012,1
1158,114,29,1,8,2,2016,2,43,1,1,1999,1
1638,415,39,1,18,6,2015,1,36,1,1,2013,1
477,40,15,1,27,2,2016,2,24,1,2,1997,0
418,42,49,1,31,3,2015,1,32,2,2,2001,0
1180,324,37,1,21,4,2016,2,41,0,1,2008,1
983,506,8,1,13,11,2016,2,51,0,1,2016,1
211,3153,6,2,7,6,2016,2,28,0,1,2011,0
1489,168,4,1,2,4,2016,2,46,0,1,2012,1
565,773,4,1,12,11,2016,2,19,0,1,2001,0
142,632,45,1,10,9,2016,1,24,0,2,2015,0
946,2183,48,2,24,9,2015,1,49,1,2,2003,1
772,2576,12,2,26,12,2015,1,33,0,2,2012,0
1427,572,18,1,5,10,2015,2,19,0,1,2010,1
1602,3278,48,1,12,12,2016,2,54,0,3,2010,1
818,6,42,1,10,1,2015,1,17,2,4,2002,0
1436,89,21,1,27,2,2016,1,32,0,1,2011,1
629,35,5,2,1,2,2015,2,58,0,1,1999,0
1367,466,47,1,4,7,2016,2,20,1,1,2016,1
1339,1223,13,1,8,11,2016,2,20,1,1,2002,1
43,394,1,1,18,7,2015,1,29,1,1,2014,0
610,651,39,1,19,8,2016,2,52,0,3,2011,0
935,2305,48,1,12,9,2016,1,25,1,1,2009,1
1149,330,51,1,14,7,2015,1,57,1,2,2006,1
761,207,54,2,13,10,2016,2,64,2,2,2008,0
1029,568,22,1,21,10,2016,2,51,1,1,2013,1
1569,555,1,1,9,9,2016,1,33,1,1,2001,1
67,203,45,1,10,4,2015,1,50,0,1,2015,0
217,164,19,1,17,8,2015,1,70,1,2,2004,0
512,1438,48,1,11,2,2016,1,28,1,1,2013,0
340,238,24,1,9,8,2016,2,25,0,1,2014,0
61,192,42,1,7,4,2015,1,81,1,1,2010,0
625,596,12,1,16,3,2016,2,59,1,1,1997,0
659,682,26,4,18,10,2015,1,27,0,4,2005,0
500,200,4,2,3,3,2016,2,46,1,2,2012,0
78,2250,12,2,1,9,2016,2,58,0,1,1996,0
1589,336,47,1,11,6,2015,1,55,0,4,2006,1
1109,2397,48,1,15,10,2015,2,31,0,1,1992,1
202,48,50,1,5,12,2015,1,30,0,1,2003,0
1037,2581,48,1,10,10,2016,2,29,1,1,2008,1
926,177,48,1,22,1,2016,2,24,1,1,1998,1
480,422,17,1,14,6,2016,1,39,1,1,2011,0
1452,542,21,1,25,10,2015,1,20,1,1,2003,1
1065,627,47,1,28,8,2016,1,17,1,4,2003,1
1532,132,8,1,3,5,2016,1,24,1,2,1999,1
1318,194,48,1,23,1,2015,1,46,0,1,2013,1
96,230,25,1,22,8,2015,1,39,1,1,2015,0
1237,3099,6,1,23,9,2015,2,23,0,1,2015,1
1555,283,53,1,8,8,2015,1,20,0,1,2002,1
117,985,1,2,20,10,2016,2,19,1,2,2005,0
1622,419,17,1,18,7,2015,2,21,0,3,2005,1
55,855,37,1,16,9,2015,2,29,1,1,2001,0
1117,98,8,1,8,4,2016,1,51,1,1,2002,1
144,490,51,1,28,9,2015,2,36,1,1,2010,0
885,1852,48,3,1,8,2015,2,24,0,1,2009,1
82,363,48,1,22,2,2015,2,27,0,2,2004,0
285,300,28,2,22,7,2015,1,35,0,1,2014,0
999,863,12,1,21,4,2016,2,28,0,1,2009,1
419,716,18,1,3,11,2016,1,22,0,1,2007,0
1336,699,1,1,29,12,2015,1,18,1,1,2006,1
221,25,30,1,10,4,2015,1,84,1,1,2014,0
75,1190,6,4,19,7,2015,1,30,0,1,2014,0
1405,2966,6,2,13,5,2015,2,59,0,1,2005,1
3,2431,12,2,17,11,2015,2,53,0,2,2012,0
328,220,12,2,16,2,2015,2,68,0,1,2003,0
158,558,37,2,10,6,2016,1,67,0,2,2016,0
378,27,23,1,24,3,2016,1,25,1,1,2002,0
916,484,40,1,29,10,2016,1,19,1,1,2012,1
1218,4,19,1,14,1,2016,1,18,2,2,2003,1
175,537,47,1,24,8,2015,2,65,0,1,2002,0
1297,278,22,1,24,5,2016,1,35,1,1,2005,1
1343,202,29,1,20,3,2015,2,37,0,1,2003,1
58,514,13,1,29,5,2015,2,65,0,1,2010,0
440,542,51,3,22,10,2015,2,48,0,1,1998,0
222,19,49,1,14,2,2015,2,53,1,1,2009,0
532,413,4,2,19,6,2015,2,40,0,1,2002,0
792,2,20,2,5,1,2016,1,39,0,1,2003,0
1515,46,47,1,29,1,2016,1,27,1,1,2011,1
1159,934,37,2,22,9,2015,1,48,0,1,2011,1
277,14,37,2,4,1,2016,2,67,0,1,1999,0
690,384,48,1,21,2,2016,2,20,0,1,2006,0
185,658,37,1,1,7,2015,1,42,1,1,1997,0
191,265,1,1,13,5,2016,1,54,0,1,2008,0
894,53,56,1,3,8,2016,1,40,1,2,2012,1
246,546,37,2,26,4,2016,1,38,1,2,2008,0
405,153,24,1,26,5,2015,1,57,1,1,1997,0
